Date,Monthly Listeners,Change
"Jul 28, 2021",5292609,-1154
"Jul 29, 2021",5296139,3530
"Jul 30, 2021",5292609,-3530
"Jul 31, 2021",5296139,3530
"Aug 1, 2021",5290316,-5823
"Aug 2, 2021",5284493,-5823
"Aug 3, 2021",5266534,-17959
"Aug 4, 2021",5248575,-17959
"Aug 5, 2021",5248575,0
"Aug 6, 2021",5247488,-1087
"Aug 7, 2021",5247488,0
"Aug 8, 2021",5244905,-2583
"Aug 9, 2021",5244905,0
"Aug 10, 2021",5244060,-845
"Aug 11, 2021",5243214,-846
"Aug 12, 2021",5243214,0
"Aug 13, 2021",5243835,621
"Aug 14, 2021",5243835,0
"Aug 15, 2021",5243996,161
"Aug 16, 2021",5235357,-8639
"Aug 17, 2021",5226717,-8640
"Aug 18, 2021",5226717,0
"Aug 19, 2021",5198884,-27833
"Aug 20, 2021",5180684,-18200
"Aug 21, 2021",5180684,0
"Aug 22, 2021",5179566,-1118
"Aug 23, 2021",5182224,2658
"Aug 24, 2021",5180964,-1260
"Aug 25, 2021",5180964,0
"Aug 26, 2021",5180964,0
"Aug 27, 2021",5168033,-12931
"Aug 28, 2021",5174409,6376
"Aug 29, 2021",5175661,1252
"Aug 30, 2021",5175661,0
"Aug 31, 2021",5175661,0
"Sep 1, 2021",5145476,-30185
"Sep 2, 2021",5139273,-6203
"Sep 3, 2021",5132973,-6300
"Sep 4, 2021",5132973,0
"Sep 5, 2021",5119957,-13016
"Sep 6, 2021",5105797,-14160
"Sep 7, 2021",5104756,-1041
"Sep 8, 2021",5114690,9934
"Sep 9, 2021",5107883,-6807
"Sep 10, 2021",5107883,0
"Sep 11, 2021",5086315,-21568
"Sep 12, 2021",5052853,-33462
"Sep 13, 2021",5022347,-30506
"Sep 14, 2021",5022347,0
"Sep 15, 2021",4991536,-30811
"Sep 16, 2021",4976463,-15073
"Sep 17, 2021",4976463,0
"Sep 18, 2021",4964901,-11562
"Sep 19, 2021",4946505,-18396
"Sep 20, 2021",4946505,0
"Sep 21, 2021",4910223,-36282
"Sep 22, 2021",4901077,-9146
"Sep 23, 2021",4901077,0
"Sep 24, 2021",4893286,-7791
"Sep 25, 2021",4873900,-19386
"Sep 26, 2021",4876932,3032
"Sep 27, 2021",4876932,0
"Sep 28, 2021",4852511,-24421
"Sep 29, 2021",4852511,0
"Sep 30, 2021",4852511,0
"Oct 1, 2021",4922287,69776
"Oct 2, 2021",4960470,38183
"Oct 3, 2021",4960470,0
"Oct 4, 2021",4968436,7966
"Oct 5, 2021",4968436,0
"Oct 6, 2021",4948297,-20139
"Oct 7, 2021",4950877,2580
"Oct 8, 2021",4950877,0
"Oct 9, 2021",4950877,0
"Oct 10, 2021",4988155,37278
"Oct 11, 2021",4988155,0
"Oct 12, 2021",4994694,6539
"Oct 13, 2021",4994694,0
"Oct 14, 2021",4994226,-468
"Oct 15, 2021",4994226,0
"Oct 16, 2021",5003634,9408
"Oct 17, 2021",4992354,-11280
"Oct 18, 2021",4992354,0
"Oct 19, 2021",4992354,0
"Oct 20, 2021",4983393,-8961
"Oct 21, 2021",4983393,0
"Oct 22, 2021",4981194,-2199
"Oct 23, 2021",4974623,-6571
"Oct 24, 2021",4962626,-11997
"Oct 25, 2021",4967523,4897
"Oct 26, 2021",4967523,0
"Oct 27, 2021",4934935,-32588
"Oct 28, 2021",4878923,-56012
"Oct 29, 2021",4854047,-24876
"Oct 30, 2021",4835065,-18982
"Oct 31, 2021",4822864,-12201
"Nov 1, 2021",4814545,-8319
"Nov 2, 2021",4826649,12104
"Nov 3, 2021",4827448,799
"Nov 4, 2021",4823759,-3689
"Nov 5, 2021",4816520,-7239
"Nov 6, 2021",4805020,-11500
"Nov 7, 2021",4798103,-6917
"Nov 8, 2021",4780863,-17240
"Nov 9, 2021",4767008,-13855
"Nov 10, 2021",4754824,-12184
"Nov 11, 2021",4754824,0
"Nov 12, 2021",4753148,-1676
"Nov 13, 2021",4745547,-7601
"Nov 14, 2021",4734248,-11299
"Nov 15, 2021",4727599,-6649
"Nov 16, 2021",4728871,1272
"Nov 17, 2021",4729507,636
"Nov 18, 2021",4732148,2641
"Nov 19, 2021",4728689,-3459
"Nov 20, 2021",4726328,-2361
"Nov 21, 2021",4719009,-7319
"Nov 22, 2021",4712634,-6375
"Nov 23, 2021",4714516,1882
"Nov 24, 2021",4710667,-3849
"Nov 25, 2021",4710042,-625
"Nov 26, 2021",4720180,10138
"Nov 27, 2021",4728507,8327
"Nov 28, 2021",4715682,-12825
"Nov 29, 2021",4700001,-15681
"Nov 30, 2021",4674663,-25338
"Dec 1, 2021",4668895,-5768
"Dec 2, 2021",4670184,1289
"Dec 3, 2021",4679942,9758
"Dec 4, 2021",4673283,-6659
"Dec 5, 2021",4670958,-2325
"Dec 6, 2021",4671388,430
"Dec 7, 2021",4682461,11073
"Dec 8, 2021",4686120,3659
"Dec 9, 2021",4686120,0
"Dec 10, 2021",4696293,10173
"Dec 11, 2021",4695412,-881
"Dec 12, 2021",4695236,-176
"Dec 13, 2021",4699559,4323
"Dec 14, 2021",4703012,3453
"Dec 15, 2021",4700178,-2834
"Dec 16, 2021",4698322,-1856
"Dec 17, 2021",4707456,9134
"Dec 18, 2021",4703455,-4001
"Dec 19, 2021",4700531,-2924
"Dec 20, 2021",4700178,-353
"Dec 21, 2021",4706121,5943
"Dec 22, 2021",4710131,4010
"Dec 23, 2021",4718919,8788
"Dec 24, 2021",4722165,3246
"Dec 25, 2021",4729052,6887
"Dec 26, 2021",4769084,40032
"Dec 27, 2021",4784116,15032
"Dec 28, 2021",4770975,-13141
"Dec 29, 2021",4785074,14099
"Dec 30, 2021",4784020,-1054
"Dec 31, 2021",4786610,2590
"Jan 1, 2022",4797520,10910
"Jan 2, 2022",4841422,43902
"Jan 3, 2022",4844564,3142
"Jan 4, 2022",4821076,-23488
"Jan 5, 2022",4821076,0
"Jan 6, 2022",4809919,-11157
"Jan 7, 2022",4793549,-16370
"Jan 8, 2022",4782392,-11157
"Jan 9, 2022",4768748,-13644
"Jan 10, 2022",4755104,-13644
"Jan 11, 2022",4743794,-11310
"Jan 12, 2022",4728689,-15105
"Jan 13, 2022",4715143,-13546
"Jan 14, 2022",4694620,-20523
"Jan 15, 2022",4694620,0
"Jan 16, 2022",4685858,-8762
"Jan 17, 2022",4668724,-17134
"Jan 18, 2022",4649586,-19138
"Jan 19, 2022",4638352,-11234
"Jan 20, 2022",4622381,-15971
"Jan 21, 2022",4593944,-28437
"Jan 22, 2022",4559783,-34161
"Jan 23, 2022",4525622,-34161
"Jan 24, 2022",4491460,-34162
"Jan 25, 2022",4457299,-34161
"Jan 26, 2022",4445924,-11375
"Jan 27, 2022",4433094,-12830
"Jan 28, 2022",4409885,-23209
"Jan 29, 2022",4386677,-23208
"Jan 30, 2022",4363468,-23209
"Jan 31, 2022",4348815,-14653
"Feb 1, 2022",4357646,8831
"Feb 2, 2022",4356243,-1403
"Feb 3, 2022",4354143,-2100
"Feb 4, 2022",4360831,6688
"Feb 5, 2022",4367518,6687
"Feb 6, 2022",4378813,11295
"Feb 7, 2022",4390108,11295
"Feb 8, 2022",4402264,12156
"Feb 9, 2022",4414420,12156
"Feb 10, 2022",4426575,12155
"Feb 11, 2022",4438731,12156
"Feb 12, 2022",4453937,15206
"Feb 13, 2022",4459828,5891
"Feb 14, 2022",4470573,10745
"Feb 15, 2022",4483586,13013
"Feb 16, 2022",4501289,17703
"Feb 17, 2022",4514098,12809
"Feb 18, 2022",4524444,10346
"Feb 19, 2022",4540470,16026
"Feb 20, 2022",4556495,16025
"Feb 21, 2022",4574778,18283
"Feb 22, 2022",4584555,9777
"Feb 23, 2022",4595544,10989
"Feb 24, 2022",4601646,6102
"Feb 25, 2022",4612247,10601
"Feb 26, 2022",4612247,0
"Feb 27, 2022",4614690,2443
"Feb 28, 2022",4617792,3102
"Mar 1, 2022",4625754,7962
"Mar 2, 2022",4630130,4376
"Mar 3, 2022",4633610,3480
"Mar 4, 2022",4632615,-995
"Mar 5, 2022",4646052,13437
"Mar 6, 2022",4661197,15145
"Mar 7, 2022",4676045,14848
"Mar 8, 2022",4688129,12084
"Mar 9, 2022",4691633,3504
"Mar 10, 2022",4687867,-3766
"Mar 11, 2022",4683592,-4275
"Mar 12, 2022",4681244,-2348
"Mar 13, 2022",4681331,87
"Mar 14, 2022",4675786,-5545
"Mar 15, 2022",4670270,-5516
"Mar 16, 2022",4667008,-3262
"Mar 17, 2022",4665552,-1456
"Mar 18, 2022",4666409,857
"Mar 19, 2022",4668809,2400
"Mar 20, 2022",4672766,3957
"Mar 21, 2022",4670270,-2496
"Mar 22, 2022",4667008,-3262
"Mar 23, 2022",4661794,-5214
"Mar 24, 2022",4657879,-3915
"Mar 25, 2022",4664612,6733
"Mar 26, 2022",4669067,4455
"Mar 27, 2022",4673541,4474
"Mar 28, 2022",4674922,1381
"Mar 29, 2022",4678382,3460
"Mar 30, 2022",4674663,-3719
"Mar 31, 2022",4673413,-1250
"Apr 1, 2022",4672163,-1250
"Apr 2, 2022",4679508,7345
"Apr 3, 2022",4675354,-4154
"Apr 4, 2022",4675354,0
"Apr 5, 2022",4659324,-16030
"Apr 6, 2022",4649755,-9569
"Apr 7, 2022",4652794,3039
"Apr 8, 2022",4656351,3557
"Apr 9, 2022",4655503,-848
"Apr 10, 2022",4660601,5098
"Apr 11, 2022",4663501,2900
"Apr 12, 2022",4655248,-8253
"Apr 13, 2022",4658899,3651
"Apr 14, 2022",4668809,9910
"Apr 15, 2022",4673714,4905
"Apr 16, 2022",4679508,5794
"Apr 17, 2022",4675786,-3722
"Apr 18, 2022",4667951,-7835
"Apr 19, 2022",4675181,7230
"Apr 20, 2022",4668809,-6372
"Apr 21, 2022",4663415,-5394
"Apr 22, 2022",4659409,-4006
"Apr 23, 2022",4655842,-3567
"Apr 24, 2022",4647818,-8024
"Apr 25, 2022",4651189,3371
"Apr 26, 2022",4658134,6945
"Apr 27, 2022",4658814,680
"Apr 28, 2022",4655587,-3227
"Apr 29, 2022",4658558,2971
"Apr 30, 2022",4661027,2469
"May 1, 2022",4654994,-6033
"May 2, 2022",4657114,2120
"May 3, 2022",4669754,12640
"May 4, 2022",4667608,-2146
"May 5, 2022",4671646,4038
"May 6, 2022",4660260,-11386
"May 7, 2022",4659239,-1021
"May 8, 2022",4656775,-2464
"May 9, 2022",4655587,-1188
"May 10, 2022",4652540,-3047
"May 11, 2022",4653386,846
"May 12, 2022",4645212,-8174
"May 13, 2022",4646977,1765
"May 14, 2022",4643200,-3777
"May 15, 2022",4637436,-5764
"May 16, 2022",4644541,7105
"May 17, 2022",4641944,-2597
"May 18, 2022",4641610,-334
"May 19, 2022",4641526,-84
"May 20, 2022",4639437,-2089
"May 21, 2022",4637602,-1835
"May 22, 2022",4643116,5514
"May 23, 2022",4640857,-2259
"May 24, 2022",4639354,-1503
"May 25, 2022",4641526,2172
"May 26, 2022",4638186,-3340
"May 27, 2022",4633610,-4576
"May 28, 2022",4645464,11854
"May 29, 2022",4658303,12839
"May 30, 2022",4662647,4344
"May 31, 2022",4664441,1794
"Jun 1, 2022",4676650,12209
"Jun 2, 2022",4682287,5637
"Jun 3, 2022",4682548,261
"Jun 4, 2022",4686731,4183
"Jun 5, 2022",4685771,-960
"Jun 6, 2022",4695676,9905
"Jun 7, 2022",4692423,-3253
"Jun 8, 2022",4695148,2725
"Jun 9, 2022",4696646,1498
"Jun 10, 2022",4696557,-89
"Jun 11, 2022",4695324,-1233
"Jun 12, 2022",4702923,7599
"Jun 13, 2022",4698587,-4336
"Jun 14, 2022",4695412,-3175
"Jun 15, 2022",4696646,1234
"Jun 16, 2022",4703988,7342
"Jun 17, 2022",4715054,11066
"Jun 18, 2022",4715143,89
"Jun 19, 2022",4713171,-1972
"Jun 20, 2022",4705054,-8117
"Jun 21, 2022",4704254,-800
"Jun 22, 2022",4704343,89
"Jun 23, 2022",4704343,0
"Jun 24, 2022",4693213,-11130
"Jun 25, 2022",4692072,-1141
"Jun 26, 2022",4689704,-2368
"Jun 27, 2022",4687430,-2274
"Jun 28, 2022",4677429,-10001
"Jun 29, 2022",4664355,-13074
"Jun 30, 2022",4668638,4283
"Jul 1, 2022",4719459,50821
"Jul 2, 2022",4791900,72441
"Jul 3, 2022",4864340,72440
"Jul 4, 2022",4895308,30968
"Jul 5, 2022",4911304,15996
"Jul 6, 2022",4935267,23963
"Jul 7, 2022",4941706,6439
"Jul 8, 2022",4947513,5807
"Jul 9, 2022",4943712,-3801
"Jul 10, 2022",4944940,1228
"Jul 11, 2022",4943935,-1005
"Jul 12, 2022",4951439,7504
"Jul 13, 2022",4951439,0
"Jul 14, 2022",4950541,-898
"Jul 15, 2022",4958771,8230
"Jul 16, 2022",4952226,-6545
"Jul 17, 2022",4956462,4236
"Jul 18, 2022",4960697,4235
"Jul 19, 2022",4964446,3749
"Jul 20, 2022",4964104,-342
"Jul 21, 2022",4977270,13166
"Jul 22, 2022",4977846,576
"Jul 23, 2022",4980731,2885
"Jul 24, 2022",4981194,463
"Jul 25, 2022",4973704,-7490
"Jul 26, 2022",4975543,1839
"Jul 27, 2022",4976694,1151
"Jul 28, 2022",4982814,6120
"Jul 29, 2022",4941261,-41553
"Jul 30, 2022",4850264,-90997
"Jul 31, 2022",4811000,-39264
"Aug 1, 2022",4785746,-25254
"Aug 2, 2022",4762868,-22878
"Aug 3, 2022",4740755,-22113
"Aug 4, 2022",4732969,-7786
"Aug 5, 2022",4732422,-547
"Aug 6, 2022",4728234,-4188
"Aug 7, 2022",4731601,3367
"Aug 8, 2022",4714157,-17444
"Aug 9, 2022",4709238,-4919
"Aug 10, 2022",4704841,-4397
"Aug 11, 2022",4700443,-4398
"Aug 12, 2022",4703810,3367
"Aug 13, 2022",4705943,2133
"Aug 14, 2022",4704254,-1689
"Aug 15, 2022",4689529,-14725
"Aug 16, 2022",4683331,-6198
"Aug 17, 2022",4683418,87
"Aug 18, 2022",4679162,-4256
"Aug 19, 2022",4683679,4517
"Aug 20, 2022",4685771,2092
"Aug 21, 2022",4685771,0
"Aug 22, 2022",4702125,16354
"Aug 23, 2022",4700089,-2036
"Aug 24, 2022",4706121,6032
"Aug 25, 2022",4709328,3207
"Aug 26, 2022",4705854,-3474
"Aug 27, 2022",4705320,-534
"Aug 28, 2022",4702568,-2752
"Aug 29, 2022",4693037,-9531
"Aug 30, 2022",4691019,-2018
"Aug 31, 2022",4691896,877
"Sep 1, 2022",4688479,-3417
"Sep 2, 2022",4683244,-5235
"Sep 3, 2022",4685509,2265
"Sep 4, 2022",4686120,611
"Sep 5, 2022",4684638,-1482
"Sep 6, 2022",4675008,-9630
"Sep 7, 2022",4675008,0
"Sep 8, 2022",4672766,-2242
"Sep 9, 2022",4658558,-14208
"Sep 10, 2022",4644457,-14101
"Sep 11, 2022",4634025,-10432
"Sep 12, 2022",4618365,-15660
"Sep 13, 2022",4609728,-8637
"Sep 14, 2022",4595304,-14424
"Sep 15, 2022",4589796,-5508
"Sep 16, 2022",4586775,-3021
"Sep 17, 2022",4586061,-714
"Sep 18, 2022",4576899,-9162
"Sep 19, 2022",4575956,-943
"Sep 20, 2022",4565869,-10087
"Sep 21, 2022",4558039,-7830
"Sep 22, 2022",4558039,0
"Sep 23, 2022",4552339,-5700
"Sep 24, 2022",4547664,-4675
"Sep 25, 2022",4544380,-3284
"Sep 26, 2022",4544304,-76
"Sep 27, 2022",4542704,-1600
"Sep 28, 2022",4536330,-6374
"Sep 29, 2022",4528041,-8289
"Sep 30, 2022",4525716,-2325
"Oct 1, 2022",4528341,2625
"Oct 2, 2022",4521605,-6736
"Oct 3, 2022",4530671,9066
"Oct 4, 2022",4525118,-5553
"Oct 5, 2022",4513283,-11835
"Oct 6, 2022",4506276,-7007
"Oct 7, 2022",4512839,6563
"Oct 8, 2022",4512691,-148
"Oct 9, 2022",4517510,4819
"Oct 10, 2022",4517288,-222
"Oct 11, 2022",4518626,1338
"Oct 12, 2022",4523248,4622
"Oct 13, 2022",4521979,-1269
"Oct 14, 2022",4521979,0
"Oct 15, 2022",4515803,-6176
"Oct 16, 2022",4514468,-1335
"Oct 17, 2022",4508410,-6058
"Oct 18, 2022",4504146,-4264
"Oct 19, 2022",4501874,-2272
"Oct 20, 2022",4506129,4255
"Oct 21, 2022",4500484,-5645
"Oct 22, 2022",4498512,-1972
"Oct 23, 2022",4500265,1753
"Oct 24, 2022",4491820,-8445
"Oct 25, 2022",4484738,-7082
"Oct 26, 2022",4484810,72
"Oct 27, 2022",4476559,-8251
"Oct 28, 2022",4478848,2289
"Oct 29, 2022",4474845,-4003
"Oct 30, 2022",4479565,4720
"Oct 31, 2022",4477989,-1576
"Nov 1, 2022",4483586,5597
"Nov 2, 2022",4484090,504
"Nov 3, 2022",4483442,-648
"Nov 4, 2022",4476773,-6669
"Nov 5, 2022",4476773,0
"Nov 6, 2022",4468302,-8471
"Nov 7, 2022",4461517,-6785
"Nov 8, 2022",4462786,1269
"Nov 9, 2022",4459617,-3169
"Nov 10, 2022",4465257,5640
"Nov 11, 2022",4466248,991
"Nov 12, 2022",4470005,3757
"Nov 13, 2022",4464480,-5525
"Nov 14, 2022",4457790,-6690
"Nov 15, 2022",4451492,-6298
"Nov 16, 2022",4449749,-1743
"Nov 17, 2022",4452818,3069
"Nov 18, 2022",4449504,-3314
"Nov 19, 2022",4446189,-3315
"Nov 20, 2022",4442875,-3314
"Nov 21, 2022",4443083,208
"Nov 22, 2022",4443775,692
"Nov 23, 2022",4441907,-1868
"Nov 24, 2022",4439352,-2555
"Nov 25, 2022",4444052,4700
"Nov 26, 2022",4446897,2845
"Nov 27, 2022",4436872,-10025
"Nov 28, 2022",4424219,-12653
"Nov 29, 2022",4404686,-19533
"Nov 30, 2022",4405621,935
"Dec 1, 2022",4407560,1939
"Dec 2, 2022",4403859,-3701
"Dec 3, 2022",4400158,-3701
"Dec 4, 2022",4396457,-3701
"Dec 5, 2022",4392756,-3701
"Dec 6, 2022",4389055,-3701
"Dec 7, 2022",4386036,-3019
"Dec 8, 2022",4380935,-5101
"Dec 9, 2022",4376939,-3996
"Dec 10, 2022",4372942,-3997
"Dec 11, 2022",4399893,26951
"Dec 12, 2022",4403286,3393
"Dec 13, 2022",4412792,9506
"Dec 14, 2022",4419809,7017
"Dec 15, 2022",4425458,5649
"Dec 16, 2022",4431107,5649
"Dec 17, 2022",4433848,2741
"Dec 18, 2022",4430355,-3493
"Dec 19, 2022",4439352,8997
"Dec 20, 2022",4451282,11930
"Dec 21, 2022",4460679,9397
"Dec 22, 2022",4470076,9397
"Dec 23, 2022",4473206,3130
"Dec 24, 2022",4477202,3996
"Dec 25, 2022",4482435,5233
"Dec 26, 2022",4497782,15347
"Dec 27, 2022",4521755,23973
"Dec 28, 2022",4528491,6736
"Dec 29, 2022",4535271,6780
"Dec 30, 2022",4540803,5532
"Dec 31, 2022",4554800,13997
"Jan 1, 2023",4565558,10758
"Jan 2, 2023",4607135,41577
"Jan 3, 2023",4647986,40851
"Jan 4, 2023",4651358,3372
"Jan 5, 2023",4655587,4229
"Jan 6, 2023",4656945,1358
"Jan 7, 2023",4651020,-5925
"Jan 8, 2023",4622217,-28803
"Jan 9, 2023",4599635,-22582
"Jan 10, 2023",4585110,-14525
"Jan 11, 2023",4588285,3175
"Jan 12, 2023",4584634,-3651
"Jan 13, 2023",4588921,4287
"Jan 14, 2023",4592507,3586
"Jan 15, 2023",4596986,4479
"Jan 16, 2023",4590354,-6632
"Jan 17, 2023",4588921,-1433
"Jan 18, 2023",4586617,-2304
"Jan 19, 2023",4583367,-3250
"Jan 20, 2023",4573601,-9766
"Jan 21, 2023",4564817,-8784
"Jan 22, 2023",4556033,-8784
"Jan 23, 2023",4535725,-20308
"Jan 24, 2023",4502167,-33558
"Jan 25, 2023",4484810,-17357
"Jan 26, 2023",4474417,-10393
"Jan 27, 2023",4479135,4718
"Jan 28, 2023",4473277,-5858
"Jan 29, 2023",4476559,3282
"Jan 30, 2023",4444329,-32230
"Jan 31, 2023",4412254,-32075
"Feb 1, 2023",4407292,-4962
"Feb 2, 2023",4412052,4760
"Feb 3, 2023",4419200,7148
"Feb 4, 2023",4426533,7333
"Feb 5, 2023",4437147,10614
"Feb 6, 2023",4456457,19310
"Feb 7, 2023",4464480,8023
"Feb 8, 2023",4467735,3255
"Feb 9, 2023",4471782,4047
"Feb 10, 2023",4474814,3032
"Feb 11, 2023",4477846,3032
"Feb 12, 2023",4481501,3655
"Feb 13, 2023",4486756,5255
"Feb 14, 2023",4488923,2167
"Feb 15, 2023",4483442,-5481
"Feb 16, 2023",4484810,1368
"Feb 17, 2023",4489502,4692
"Feb 18, 2023",4497418,7916
"Feb 19, 2023",4496543,-875
"Feb 20, 2023",4506202,9659
"Feb 21, 2023",4513728,7526
"Feb 22, 2023",4520413,6685
"Feb 23, 2023",4522874,2461
"Feb 24, 2023",4528491,5617
"Feb 25, 2023",4532629,4138
"Feb 26, 2023",4530822,-1807
"Feb 27, 2023",4525642,-5180
"Feb 28, 2023",4530897,5255
"Mar 1, 2023",4539588,8691
"Mar 2, 2023",4542552,2964
"Mar 3, 2023",4545448,2896
"Mar 4, 2023",4550190,4742
"Mar 5, 2023",4548888,-1302
"Mar 6, 2023",4552032,3144
"Mar 7, 2023",4544685,-7347
"Mar 8, 2023",4541909,-2776
"Mar 9, 2023",4539133,-2776
"Mar 10, 2023",4539285,152
"Mar 11, 2023",4539436,151
"Mar 12, 2023",4542172,2736
"Mar 13, 2023",4549654,7482
"Mar 14, 2023",4548850,-804
"Mar 15, 2023",4548046,-804
"Mar 16, 2023",4543390,-4656
"Mar 17, 2023",4535952,-7438
"Mar 18, 2023",4535438,-514
"Mar 19, 2023",4534925,-513
"Mar 20, 2023",4534411,-514
"Mar 21, 2023",4533898,-513
"Mar 22, 2023",4533384,-514
"Mar 23, 2023",4526466,-6918
"Mar 24, 2023",4527629,1163
"Mar 25, 2023",4528792,1163
"Mar 26, 2023",4521233,-7559
"Mar 27, 2023",4520711,-522
"Mar 28, 2023",4514098,-6613
"Mar 29, 2023",4521009,6911
"Mar 30, 2023",4518031,-2978
"Mar 31, 2023",4517325,-706
"Apr 1, 2023",4516619,-706
"Apr 2, 2023",4521829,5210
"Apr 3, 2023",4524605,2776
"Apr 4, 2023",4527380,2775
"Apr 5, 2023",4530156,2776
"Apr 6, 2023",4532931,2775
"Apr 7, 2023",4542328,9397
"Apr 8, 2023",4551725,9397
"Apr 9, 2023",4552877,1152
"Apr 10, 2023",4555581,2704
"Apr 11, 2023",4558285,2704
"Apr 12, 2023",4560989,2704
"Apr 13, 2023",4563693,2704
"Apr 14, 2023",4560049,-3644
"Apr 15, 2023",4564401,4352
"Apr 16, 2023",4568752,4351
"Apr 17, 2023",4567739,-1013
"Apr 18, 2023",4566726,-1013
"Apr 19, 2023",4559430,-7296
"Apr 20, 2023",4552877,-6553
"Apr 21, 2023",4555570,2693
"Apr 22, 2023",4555262,-308
"Apr 23, 2023",4563531,8269
"Apr 24, 2023",4571800,8269
"Apr 25, 2023",4576192,4392
"Apr 26, 2023",4582814,6622
"Apr 27, 2023",4594104,11290
"Apr 28, 2023",4603257,9153
"Apr 29, 2023",4614690,11433
"Apr 30, 2023",4621724,7034
"May 1, 2023",4629551,7827
"May 2, 2023",4637340,7789
"May 3, 2023",4645129,7789
"May 4, 2023",4646052,923
"May 5, 2023",4635937,-10115
"May 6, 2023",4619429,-16508
"May 7, 2023",4626331,6902
"May 8, 2023",4627073,742
"May 9, 2023",4626166,-907
"May 10, 2023",4617057,-9109
"May 11, 2023",4622849,5792
"May 12, 2023",4628641,5792
"May 13, 2023",4628641,0
"May 14, 2023",4637852,9211
"May 15, 2023",4641024,3172
"May 16, 2023",4647565,6541
"May 17, 2023",4652963,5398
"May 18, 2023",4650851,-2112
"May 19, 2023",4662391,11540
"May 20, 2023",4664229,1838
"May 21, 2023",4666066,1837
"May 22, 2023",4674836,8770
"May 23, 2023",4671818,-3018
"May 24, 2023",4672421,603
"May 25, 2023",4671474,-947
"May 26, 2023",4670786,-688
"May 27, 2023",4676045,5259
"May 28, 2023",4684738,8693
"May 29, 2023",4693432,8694
"May 30, 2023",4702125,8693
"May 31, 2023",4712992,10867
"Jun 1, 2023",4720000,7008
"Jun 2, 2023",4726238,6238
"Jun 3, 2023",4728325,2087
"Jun 4, 2023",4731510,3185
"Jun 5, 2023",4741675,10165
"Jun 6, 2023",4744163,2488
"Jun 7, 2023",4747859,3696
"Jun 8, 2023",4748414,555
"Jun 9, 2023",4749805,1391
"Jun 10, 2023",4751196,1391
"Jun 11, 2023",4752125,929
"Jun 12, 2023",4757623,5498
"Jun 13, 2023",4760711,3088
"Jun 14, 2023",4756876,-3835
"Jun 15, 2023",4752218,-4658
"Jun 16, 2023",4746101,-6117
"Jun 17, 2023",4748742,2641
"Jun 18, 2023",4751382,2640
"Jun 19, 2023",4751909,527
"Jun 20, 2023",4752435,526
"Jun 21, 2023",4752962,527
"Jun 22, 2023",4752404,-558
"Jun 23, 2023",4751846,-558
"Jun 24, 2023",4744347,-7499
"Jun 25, 2023",4729780,-14567
"Jun 26, 2023",4720992,-8788
"Jun 27, 2023",4719729,-1263
"Jun 28, 2023",4703449,-16280
"Jun 29, 2023",4687168,-16281
"Jun 30, 2023",4690756,3588
"Jul 1, 2023",4693828,3072
"Jul 2, 2023",4694620,792
"Jul 3, 2023",4697969,3349
"Jul 4, 2023",4690405,-7564
"Jul 5, 2023",4695500,5095
"Jul 6, 2023",4702976,7476
"Jul 7, 2023",4710453,7477
"Jul 8, 2023",4717929,7476
"Jul 9, 2023",4700974,-16955
"Jul 10, 2023",4698587,-2387
"Jul 11, 2023",4691370,-7217
"Jul 12, 2023",4694092,2722
"Jul 13, 2023",4691282,-2810
"Jul 14, 2023",4685073,-6209
"Jul 15, 2023",4678901,-6172
"Jul 16, 2023",4679335,434
"Jul 17, 2023",4672507,-6828
"Jul 18, 2023",4665552,-6955
"Jul 19, 2023",4667351,1799
"Jul 20, 2023",4671958,4607
"Jul 21, 2023",4676564,4606
"Jul 22, 2023",4676564,0
"Jul 23, 2023",4670872,-5692
"Jul 24, 2023",4665895,-4977
"Jul 25, 2023",4654571,-11324
"Jul 26, 2023",4654825,254
"Jul 27, 2023",4649502,-5323
"Jul 28, 2023",4654243,4741
"Jul 29, 2023",4658984,4741
"Jul 30, 2023",4653248,-5736
"Jul 31, 2023",4647513,-5735
"Aug 1, 2023",4641777,-5736
"Aug 2, 2023",4637269,-4508
"Aug 3, 2023",4623943,-13326
"Aug 4, 2023",4617874,-6069
"Aug 5, 2023",4621232,3358
"Aug 6, 2023",4622053,821
"Aug 7, 2023",4623884,1831
"Aug 8, 2023",4625714,1830
"Aug 9, 2023",4627545,1831
"Aug 10, 2023",4629375,1830
"Aug 11, 2023",4631206,1831
"Aug 12, 2023",4633863,2657
"Aug 13, 2023",4636520,2657
"Aug 14, 2023",4631755,-4765
"Aug 15, 2023",4626990,-4765
"Aug 16, 2023",4626331,-659
"Aug 17, 2023",4625671,-660
"Aug 18, 2023",4627568,1897
"Aug 19, 2023",4631123,3555
"Aug 20, 2023",4632284,1161
"Aug 21, 2023",4633444,1160
"Aug 22, 2023",4634774,1330
"Aug 23, 2023",4636103,1329
"Aug 24, 2023",4635189,-914
"Aug 25, 2023",4635189,0
"Aug 26, 2023",4632742,-2447
"Aug 27, 2023",4630295,-2447
"Aug 28, 2023",4638352,8057
"Aug 29, 2023",4638978,626
"Aug 30, 2023",4639604,626
"Aug 31, 2023",4644206,4602
"Sep 1, 2023",4641442,-2764
"Sep 2, 2023",4645716,4274
"Sep 3, 2023",4644723,-993
"Sep 4, 2023",4643729,-994
"Sep 5, 2023",4642736,-993
