video_id,view_count,like_count
zjdQ8PVyfZw,829778.0,42444.0
MGZ8LR0bSYc,1217356.0,33594.0
XLiXeztX0Fw,8903361.0,341043.0
ppsTjmgTncM,500965.0,7653.0
CgfYfgRyTow,9152546.0,482396.0
wZODqWBokMc,47269831.0,1183012.0
0yVdBlGSgRw,30160039.0,466005.0
9IaEItu3JnE,181646.0,6516.0
HFrwm6oRYJg,18317600.0,337798.0
c850yN8OKyk,5621916.0,145585.0
6Zl3A9JdDk0,2693229.0,85078.0
DzS1MR-ZVH0,373384.0,15343.0
Uot5ncZ2vQM,1652192.0,152796.0
BZS-wX8U6nM,2234604.0,42500.0
5IQvRU-usnY,604583.0,10701.0
sH4vaF2OGyw,824432.0,17846.0
mFexUDUBl1E,1229826.0,65147.0
ovC6Sb43qUI,6519511.0,388756.0
sGmhE19NCbY,2102789.0,45169.0
DCyhERby_dE,12364389.0,776500.0
IsYOlnRNfiM,1125560.0,15650.0
0ZJzk2gaIVs,3057003.0,57745.0
x8JgmlsysIA,4466102.0,240998.0
7YNL5DCRNec,4186713.0,76819.0
1ZruyLyauWc,870493.0,15050.0
8tbuWaCo58U,1413787.0,9742.0
iLv-t79Ool0,1856415.0,25527.0
ImaakYtIb-I,275145.0,8399.0
DzvoOZaZ_nI,2935376.0,186910.0
eWdiiNySH38,2874219.0,119689.0
TWlKt21rcR4,3330124.0,65234.0
NGywD7LVnGY,6168612.0,68147.0
svdR1x7i29E,1599798.0,14918.0
xvuzWi_l-U8,9531633.0,86346.0
XhvSHlvLOvc,2892673.0,24228.0
fc8-lG6Wnus,27593687.0,320132.0
572egvg7AUU,2277791.0,62754.0
2_iq3uPTIQc,2008495.0,77190.0
-uelFiFzsUU,1682147.0,54979.0
nbwpQB6C_94,87622.0,2937.0
OwLlorDTVWE,558542.0,9023.0
IPgKnmXV09c,2427221.0,33622.0
HYEzwmQYl4I,3924189.0,50696.0
Np2IqqJ5otg,9809502.0,301845.0
3C6w2pyhGCY,8864567.0,206671.0
GKx9hp0w0Is,2478086.0,29197.0
zWQRP93cp3I,534766.0,7120.0
moU_8IElF-0,440481.0,9082.0
F4cWF7EVEJE,1109679.0,9951.0
ozzoeMs9ks0,6549177.0,180285.0
93UpSHztaq0,3093594.0,128450.0
7SsrVGHJvaA,11994459.0,274068.0
G2a3LUG1fh4,241488.0,14248.0
fTV5MKrSkjo,11456392.0,165001.0
mD3-0F3o4u4,2159830.0,34539.0
uZET6hpfV-4,4796229.0,85428.0
txion5seTBA,4129451.0,74113.0
IAaGoNtxtMk,71949.0,2807.0
aIhdYj4tfFo,4314551.0,64338.0
Fmz2IjrQiWM,6742748.0,118664.0
yblfMrUeiP4,3162691.0,55726.0
IviYsgJXG5k,12035465.0,177165.0
6_Y6tThuw9I,5045938.0,67536.0
bPjZmQAvk_8,23616218.0,351009.0
0Rtek05tOKU,4917410.0,89597.0
UArRcQEgxp8,2941056.0,50109.0
Qp-O4eIUgf0,6365490.0,112574.0
i1nindf1meE,7155413.0,111788.0
o9GXiQBUK4Y,3016610.0,56235.0
nQ94QQinn5o,4543897.0,73998.0
EbDMNjT-QpI,24007518.0,376502.0
9sJZOGxRxwM,43186775.0,788561.0
sDJBhQv85K0,7619749.0,185479.0
fMjasXiIhiQ,17066610.0,320148.0
X74OxXravDo,2905025.0,66393.0
U1JLaEBl7ik,4107419.0,78853.0
t23eCGYuGdM,229480.0,1250.0
-DlUTCXhsho,13245539.0,806180.0
RTU2DZaQnkw,372610.0,2074.0
dpa6lSgtswA,684878.0,13828.0
BnIrLdQR71E,432852.0,24475.0
K9bn_GZ-vm8,233299.0,7840.0
Id8jTGN-nEU,419785.0,9340.0
icbAsFpVW7E,610529.0,9821.0
QlpR5XHS76w,138705.0,1731.0
RF7wIMnQVzE,2224066.0,45934.0
-QtorATw7YM,4561114.0,211742.0
o7jsf2PeYB8,9151205.0,201297.0
eIl3hyTULRM,904043.0,13269.0
p9RtcklL0as,6115762.0,319271.0
o2asvfE1TDY,805143.0,4015.0
XPYgtVHa8NI,2422388.0,46919.0
8Cmwu-xnbuY,445216.0,11532.0
J48_vPfwXQI,445512.0,21026.0
xGMyKCNA81U,2287554.0,28076.0
t12m6s2_Zg0,166172.0,2165.0
HlWISmjCfb8,16276707.0,153871.0
dQAsaY0pKhI,10388821.0,329572.0
uTEhc5bFp-k,393262.0,11271.0
IoWqbewgaw8,791378.0,37517.0
Bb6igcV8Ijg,3470324.0,37170.0
Gj3owdZRGPI,3688615.0,33886.0
KXUqSfeekz0,1222584.0,32791.0
2q32Q4140mY,3390721.0,70902.0
69FJGBbX9Gc,8207892.0,80661.0
w3U_duOw88M,990429.0,18141.0
Iu37OXZ6cHk,1888499.0,54487.0
zzZrUa0Zv3Y,754314.0,17228.0
xLCzuaGhkcs,473749.0,5105.0
5LN5wKiNrnI,905552.0,19458.0
bR02E6BhUUY,2800686.0,188928.0
VocVHZTv8VE,324443.0,6446.0
sodo-AmUjPE,122913.0,5714.0
aVPoWv0ntwk,2661429.0,29466.0
xuXQMab_X0Y,11921931.0,223996.0
