text,updateDt
"Xã hội này cũng buồn cười thiệt, nhìn như có vẻ thương tiếc cho các nạn nhân bị hại, nhưng thực chất chỉ đang nhằm vào người nổi tiếng chửi cho đã cái nư chứ chẳng quan tâm kẻ tạo ra vấn đề
.
Biết tại sao ông SR lại ngồi tù có vài năm ngắn ngủi không? 

Vì vụ Buning Sun và group chat sex của JJY anh ta không tham gia, khi tòa xét sử mấy vụ kia thì anh ta còn chẳng được mời đến làm nhân chứng hoặc bị cáo.

Nhưng ngay từ đầu báo chí đã đăng lấp lửng từng thông tin 1 không rõ ràng, và chỉ tập trung người nổi tiếng, cố tình bỏ qua con quái vật phía sau Burning Sun và các club khác với tình trạng tương tự ở GangNam.

Đầu tiền là về Burning Sun: SR chỉ chiếm 8% cổ phần thông qua quỹ Yuri Holding với vai trò giám đốc quảng bá cho mượn hình ảnh mà không tham gia  điều hành trực tiếp. 
Trong vụ BS này năm đó, giám đốc điều hành BS đã bị kết án (ông này thậm chí không phải là người có cổ phẩn lớn nhất BS)

>> nhưng cái cộng đồng mạng quan tâm là club của SR chứ không phải con quái vật chân chính phía sau nắm giữ cổ phần 42% của club này, và báo chí cố tình lờ đi và chỉ cố tập trung vào SR, 1 người ko điều hành trực tiếp.  
Toi nhớ thời điểm đó HQ đã có cuộc biểu tình yc điều tra rõ về BS và club Gang Nam, nhưng báo chí dồn dập rẽ hướng chỉ tập trung vào SR với mấy chục cáo buộc vô lý, sao đó rơi rớt hết còn 9 cáo buộc.

SR thậm chí đã xét nghiệm 3 lần và âm tính với mai thúy.

Thứ 2 là về Group chat sex cưỡng hiếp, quay lén: SR chẳng có trong group này của bọn JJY, anh ta chỉ có trong group kinh doanh, nhưng định hướng từ đầu của báo chí ngay khi truyền tin này là Group chat của SR. 
Cho tới sau này có công bố về thông tin của lũ JJY thì mn cũng đều nghĩ Group chat của SR.
Anh ta còn không được xem là nhân chứng hay bị cáo khi vụ của bọn JJY đưa ra xét xử.

Những kẻ làm điều ác thực sự thì ít bị nói hoặc không bị nhắc đến (Người nắm giữ cổ phần lớn nhất BS) và JJY + đồng bọn >> SR luôn là cái tên sáng giá dù không tham giá điều hành BS hoặc Group chat sex.

Mọi chuyện bị đào lại nhưng vẫn như cũ, người nổi tiếng hơn trong đám sẽ là mục tiêu công kích chứ không phải kẻ thực sự đứng sau. Có ghét thì cái gì ra cái ấy chứ đừng ụp nồi hết vào 1 người.

Tôi khá mong chờ việc ad tìm hiểu đến mức nào.",2024-05-23
c vietsub trong gr chat kaokao talk dc k c,2024-05-23
"Mik thấy việc này khá bthuong, vì đơn giản những kẻ phạm tội đa số đều là ng bthuong ( chỉ ảnh hưởng đến 1 phần nhỏ dân số, phải nói là rất nhỏ). Và nó cx giống như hàng chục hay hàng trăm vụ khác diễn ra tại Hàn Quốc, hoặc ngoài Hàn Quốc. Chẳng qua là những ng bình thường đc tung hô bởi những ng bình thường khác, và sau cùng thì vụ này nổi lên hơn so với những vụ của ng bình thường khác thôi. Thân!",2024-05-23
Có 3 phút ...😂,2024-05-23
Từ tóp tóp chị em qua đây liền hóng dữ luôn,2024-05-23
hóng quá,2024-05-23
hóng quá rồi chị ơiiiiiii,2024-05-23
Ấy mình làm video tầm 30p/phần đc không ạ?,2024-05-23
hóng quá,2024-05-23
Lên dài tí đi c. Đang coi mà mất hứng quá 😂,2024-05-23
Từ tok qua đây 😂😂😂,2024-05-23
"ra liền đi chị ơi, hóng quáa",2024-05-23
mình rất thích giọng đọc của bạn,2024-05-23
này như đọc vsub cái bản tin á trời =))),2024-05-23
"Trời ơi em mới xem bên BTV Anh Quân, đúng là nỗi da gà. Quá đáng sợ huhuuu 😢😢",2024-05-23
hóng c oi,2024-05-23
mong chị ra típ video ạ,2024-05-23
hóng ❤❤❤,2024-05-23
youtube thi` lam` hon 10p xem cho da~,2024-05-23
Mong những phần sau dài hơn ạ. 3p 1 vid hơi ngắn ạ 🥹,2024-05-23
Fan cuồng banh ra cho mấy anh chơi kìa 😂,2024-05-23
Nghe giống giống vụ phòng chat thứ n ghê,2024-05-23
Hàn thif khỏi nói. Chính trị thì nát.,2024-05-23
"tiếc răng đây là nơi không có mỳ ba miền, khuyêt tật não và đạo đức.",2024-05-23
Từ tiktok qua đây 😂,2024-05-23
hóng p2 kinh khủng,2024-05-23
Ui em mới xem phim tài liệu bên BBC xong,2024-05-23
Tốc độ nói hoặc giọng mình có vấn đề gì thì mọi người góp ý giúp mình với nha!,2024-05-23
"ĐƯỜNG LÀ ĐỂ ĐI, KHÔNG PHẢI ĐỂ NHẢY MÚA
https://youtu.be/J-oyUsW26xY",2024-05-23
"chả thể tin tuyệt đối những gì báo chí viết. Nay thì thế này, mai thì thế kia. Nhiều idol hát không thấy hay 1 chút nào cũng nổi như cồn nữa là tầm cỡ như BigBang. 
   Seungri hay bất cứ idol nào cũng phải có dục vọng, ở trong hoàn cảnh của người ta có khi các bố lại còn dâm dục hơn. 
   Mấy cái loại gái bị đưa vào phi vụ của Seungri đa phần cũng chả ra gì. Ham hố đánh đổi không được quay xe ra nói xấu, tố cáo. 
   Như vụ Trần Quán Hy  trong cuộc phỏng vấn một số cô gái biết anh ta bị scandal bê bối như vậy, nhưng vẫn muốn ngủ với anh ta. Phanh phui scandal ra càng làm tâm trí bên trong các fan cuồng bị kích thích hơn thôi.
  Muốn ăn chơi thác loạn ngủ với idol bỏ xừ ra.  Không phải tự nhiện mà nhóm chat đấy nó coi rẻ nữ giới như vây. Mấy con kia cũng hám tiền, sự nổi tiếng từ tầng lớp cao trong xã hội thôi.",2024-05-28
Thấy mấy vụ việc bên HQ xong tự nhiên thấy VN còn an toàn chán,2024-05-28
"Thế mà vẫn có mấy đứa fan ngu bênh nó đấy, chịu hẳn",2024-05-28
Bọn hàn ở VN cũng thế. Các em gái việt muốn ăn mà không muốn làm thì cẩn thận nhé,2024-05-28
"Hàn Quốc xã hội tha hóa lắm rồi đó! Dân số thì già hoá, tỉ lệ sinh thấp nhất thế giới,",2024-05-28
Ko biết trên pornhub có ko nhit,2024-05-28
"Mình đã từng được nghe câu chuyện của những cậu trai nhìn đẹp trai sành điệu khi nói về những cô gái mà chúng quen, thực ra thú tính trong con người ai cũng có, kể cả là những thần tượng đẹp trai hay những đứa con nhà giàu trắng trẻo phong độ, nhưng cái cách các cô gái bước vào cuộc đời chúng cũng thật đáng trách, sự si mê trai đẹp, rồi ham muốn vật chất sang chảnh cũng là nguyên nhân các cô gái bước vào. Tại anh tại ả tại cả đôi bên. Còn kẻ làm việc tồi tệ thì chúng phải nhận hậu quả.",2024-05-28
Fan Dog-pop đâu r 🤣,2024-05-27
"BigBang được mỗi Taeyang là lành nhất, GD và Daesung thì cũng đỡ đỡ, riêng cha nội này thì mãi chê:))",2024-05-27
"Xã hội thượng tôn đồng tiền nó như thế. Ra đường mà nghe đứa nào cứ ""ùiss. Có tiền là đc"" là tui nghĩ đến cảnh này, cho chúng nó thành trò chơi của tiền bạc 😑",2024-05-27
Có tiền có quyền thì chơi có gì mà lên án. Trên nó còn người khác có nhu cầu . Ko phải tự nhiên nó có cái từng ấy tiền đâu,2024-05-27
Idol một thời 😫,2024-05-27
Tính ra Trung Quốc thẳng tay nhất,2024-05-27
"Mới đu kpop gần đây giờ mới biết vụ này, khbt t mà là mẹ của mấy nạn nhân chắc tuyệt vọng luôn, bản án qus nhẹ😢",2024-05-27
Tội lỗi thì sẽ sớm bị hủy diệt thôi. Hãy chờ xem,2024-05-27
"BB ngày xưa t tưởng ông Taeyang là bad boy ăn chơi đồ á, ai ngờ ổng lại là người đàng hoàng ổn định nhất =)))) còn ông Seungri này thấy nhìn có vẻ hiền hiền nhiệt tình ai ngờ lại là đứa tởm nhất. Đúng là không thể trông mặt mà bắt hình dong mà",2024-05-27
"thì mấy con này cũng mê trai bu lại thì nó mới có điều kiện, chứ không ham không bu thì lấy gì nó dụ dỗ",2024-05-27
"Hàn Quốc giờ là thần tượng đen tối, hay thần tượng sát nhân....... Thần tượng giống😮",2024-05-27
"Còn nhiều đứa con gái u mê BIG BANG vẫn bênh lắm , không hiểu kiểu gì .",2024-05-27
Tôi nghĩ ngưỡng mộ thầy Pháp Hoà Minh Tuệ và Vợ Con tôi thôu,2024-05-27
"Thích Taeyang nhất, hát hay nhảy sung, nhìn gấu nhất team mà lại vợ con đàng hoàng",2024-05-27
Đất nước càn hiện đại xã họii càn phát triển thì đạo đức càn đi xuống chỉ trách loài người thích nuôi ảo mộng cuồng tin LP hay CL quá mức mà thôi đám CDM toàn não đậu phụ,2024-05-27
Từ phim Tài Xế Ẩn Danh phần 2 đến đây,2024-05-27
"Nói thiệt nhạc kpop cho mấy bé mới lớn , nghè ầm ầm ào ào, tính nghệ thuật cùng với ý nghĩa hay nhân văn ko có …",2024-05-27
Coi bản gốc phim tài liệu của BBC ở đâu được ạ?,2024-05-27
"Bửa đói rụng tay chân, thấy thần tượng ngoài đường xin nó tí tiền ăn cơm mà éo cho. Hết thần tượng luôn😢",2024-05-27
Tù 18 tháng như trò đùa,2024-05-27
Giới thiệu tới ai thì để cái tên lên cho người xem dễ tìm kiếm vs ad,2024-05-27
hèn chi gái hàn nó ớn trai hàn 1 là ko cưới 2 là cưới người nước ngoài ngày càng nhiều,2024-05-27
Mấy khứa 3/// đâu vào mà kêu dân chủ kìa.,2024-05-27
"thằng seungri sang VN, thằng Binz với thằng shark gì còn đón tiếp như khách quý mà",2024-05-27
"Nói thật hồi đó mình hâm mộ nhiều người lắm cả người nổi tiếng vs mấy ng thành công giàu có, sau đó mình đọc đc vụ ấu dâu của ông tỷ phú jeffrey epstein, có sự xuất hiện của nhiều tỷ phú và celeb nổi tiếng trên đảo, xong rùi đọc thêm cái vụ burning sun. Rốt cuộc những ng này vẫn sống thảnh thơi pháp luật xử rất nhẹ có khi còn ko xử. Sau đó ngồi ngẫm nghĩ mới thấy hâm mộ mẹ của mình, đi lên từ hai bàn tay trắng kiếm tiền lo cho các con ăn học, làm ăn chân chính, cày ngày cày đêm để mua nhà, mình mún gì mẹ cx cho, ngày mình có bạn trai (bk iu đồ đó) mẹ còn cho tiền mình đi ăn chung vs b ấy nx chứ, ncl rất là tâm lý lun. Càng nghĩ càng thấy yêu mẹ thật nhiều quá vĩ đại, mình chuyển thành fan hâm mộ của mẹ mình lun, giờ có xem ng nổi tiếng gì thì mình cx xem cho vui thui, cx ko có nhiều nhiệt thành như hồi đó là mua cái này cái kia ủng hộ idol, in poster hay ngồi kiếm các thông tin của thần tượng các kiểu, nhiều lúc ko dám trích dẫn mấy câu nói của mấy tỷ phú lun á, ai bk đc nói triết lý đạo lý mà sống chà đạp ng khác, nhân cách vô đạo đức thiều tình ng. Những cái họ show ra cho mình thấy thông qua các trang mạng xã hội chắc gì là thật hay chỉ đang diễn là một ng thành đạt học thức, chỉ dừng ở việc xem thui là đủ chứ cx ko bàn tán, tin quá nhiều , mình chỉ tin bản thân mình thui",2024-05-27
K biết nói gì hơn ngoài 2 từ kinh tởm,2024-05-27
Quá hay,2024-05-27
"Bệnh hoạn quá chời...làm idol mà sao k có lương tâm v anh Seungri. Có một bộ phim mình thấy hình như có nội dung như vậy á mn, mà quên tên mất tiu.",2024-05-26
"Đỉnh cao của hưởng thụ vẫn là trò chơi xác thịt, từ xưa vua chúa đã thế rồi....",2024-05-26
Hàn quốc có sở thích lạ vậy,2024-05-26
"nể mấy bạn fan, nói ổng bị oan rồi bị dẫn dắt rồi nhìu cái lắm các bạn nói như cảnh sát đang điều tra vậy đó, đọc cmt của mấy bạn mà t bó tay",2024-05-26
Quá trời ghê tởm….:((( tội nghiệp các nạn nhân.,2024-05-26
"chưa lộ ra tiếp thôi, Hàn n dã man lắm😏😏😏",2024-05-26
"Một số bạn trẻ chưa hiểu đạo lý ở đời. Nếu đam mê đắm đuối càng nhiều thì sụp đổ khổ đau nó càng tệ thôi. Ai đã trãi qua rồi đứng dậy được thì mới hiểu rõ, nói thì chả tin, cuộc đời sẽ cho bài học đau khổ để trưởng thành thôi. Chẳng có ai đáng để thần tượng ngoài bản tâm chân thiện mỹ của chính mình, hãy thắp sáng nội tâm để tìm thấy nó.",2024-05-26
thằng này bị tâm thần rồi,2024-05-26
"Xưa coi Tây Du Kí gái đẹp dễ là yêu quái, giờ trai đẹp dễ là trai đểu😂😂😂😂",2024-05-26
"Có gì lạ đâu nhỉ? Từ xưa đến nay con người ta truy cầu danh tiếng, quyền lực, tiền tài còn k phải vì để phóng thích hắc ám trong lòng hay sao, tầng lớp thượng lưu bây giờ đen tối cũng k khác gì thời xưa là mấy chỉ có điều họ che giấu tốt hơn mà thôi😂😂😂😂",2024-05-26
Sao giống trong phim The Driver thế nhở,2024-05-26
Thằng phế nhất trong nhóm.. làm mất mặt đàn anh 😂,2024-05-26
Cho mấy bạn trẻ thần tượng kpop xem,2024-05-26
"Càng coi nhiều về chính trị, showbiz, tội phạm của HQ thì càng nhận ra luật pháp bên đó như qq. Nát từ trên nát xuống, sống bẩn bựa vậy nhưng lúc nào cũng thích lên mặt thượng đẳng",2024-05-26
Ngoài các vị lanh tu vĩ đại và bố mẹ tôi thì chẳng có thằng con nào là Thân thương ca,2024-05-26
kasusnya up dan fyp apa pelakunya sudah di penjara,2024-05-23
Apa molka ?,2024-05-23
Xem đầy đủ nội dung tại video liên quan.,2024-05-23
Xem thêm: https://f.vgt.tv/JbR3,2024-05-23
Bọn cuồng đâu rồi :))) oppa đồ,2024-05-28
may các chị ấy không sao,2024-05-26
Tú ông thê kŷ 21,2024-05-24
"ô này hỏi mấy bà Blackpink mà nhìn mặt ổng kinh vch luôn ấy,sợ vãi",2024-05-23
Đúng là biến thái,2024-05-23
"Lúc chưa bị phanh phui, thằng này có dell gì đâu mà fan Bigbang thích vcl nhỉ, main vocal ko, rap ko, dance bình thường, visual cũng k quá nổi trong kpop, chẳng ai gọi là mỹ nam khi đặt cạnh với những visual của các nhóm khác cả, tính ra chỉ là 1 đứa hát bè cho bigbang thôi, có cũng đc mà k có cũng đc vậy mà fan u mê xá lị",2024-05-23
Vãi thăng lôn nay 😮,2024-05-23
"Mặt ông này mà ''hiền'' gì ad, mật nó thủ đoạn, gian dối kinh lắm không phải vừa đâu, hãy nhìn vào ảnh mắt của nó và cái khóe miệng của nó sẽ rõ.",2024-05-23
từ lâu lắm từ hơn 10 năm trước ko gọi TOP là huynh là biết thg này ko ra gì rồi,2024-05-23
"Hên quá, may các cj ko sao hết",2024-05-23
Ulatr,2024-05-23
blackpink hên ghê ko thôi cx tiêu,2024-05-23
Onde encontra esse documentário?,2024-05-28
E eu q coloquei o nome da minha gata de Hyuna 🥹 pq eu gostava mto dela,2024-05-28
❤️🙏,2024-05-28
"Eles fazem tudo com perfeição esses coreanos , perigosos demais.",2024-05-28
"Mano, se os meus favs tivessem esse tipo de comportamento seria a maior decepção da  minha vida",2024-05-27
"Eu peço desculpas pq fui uma das pessoas q passei pano pra ele anos atrás, eu tinha uma página no Facebook q criei em 2013 e em 2019 (eu acho) postei defendendo ele, me arrependo muito",2024-05-27
"O vídeo tem um conteúdo excelente. É importante não seguir cegamente um artista, pois eles são seres humanos, cometem erros e, muitas vezes, esses erros podem causar grandes danos a muitas vidas.

Não sou fã de nenhum artista sul-coreano e não conheço seus nomes. Atualmente, admiro apenas um artista tailandês, mas reconheço que não o conheço completamente. Não sei até onde ele iria por fama e dinheiro, então apenas aprecio seu trabalho. Se algum dia descobrir algo negativo sobre ele e houver evidências mínimas, deixarei de segui-lo. Continuarei a amá-lo, mas meu afeto nunca poderá se sobrepor aos meus valores, à moral e ao respeito pelo próximo.

Obrigado por compartilhar essa situação. ❤",2024-05-27
"Gente não conheço NADA desse mundo de kpop, mas soube pelo tiktok que a Hana (q as meninas contaram q tirou a si mesma da cena da vida) na realidade foi assassi.. pelos ""amigos"" pq falou demais. Isso é vdd? Ou fake?",2024-05-27
Go Hara sempre será lembrada ❤,2024-05-27
"Feminismo,é uma praga que mulheres  se agarram para querem ser iguais ou superiores aos homens.Isso é nojento, mulher não precisa competir com homens...Usem a inteligência para o bem ...",2024-05-27
Oh bebês!! Tem gente que vota no Lula (q é do msm nível ou pior q esses idols) sabem como é e APOIAM SIM c unhas e dentes... vc acha q não vão apoiar esse tipo de cara? DINHEIRO E PODER (leis protetoras) e ainda são capazes de dizer a culpa é da vítima. A podridão de carater do ser humano vai de mau a pior🤢🤮,2024-05-27
"Cara, eu concordo em tudo que vocês falaram, só tem uma coisa que eu vejo poucas pessoas falando: Sobre o Zico falando q o JJY tinha um telefone de ouro, e que as vezes ele pegava esse telefone para ver coisas.",2024-05-27
"Bom trabalho  meninas, temos que mostrar tudo de negativo que existe por traz das câmeras, e olha que tem sujeira em baixo do tapete, infelizmente as pessoas  estão  cada vez mais iludidas com a mídia, ainda mais na Coreia como se fosse  o melhor  lugar do mundo, se envestigarem a fundo vão descobrir  muito mais.",2024-05-27
Amei a crítica do sistema jurídico e prisional da Coreia que prende pessoas que fumam maconha por muitos anos e dá só dois anos pra estuprador.,2024-05-27
"A gente poderia fazer algo em relacao à isso, difundir mais essas informações, alem de darmos audiência zero para os dramas que têm esses estrumes",2024-05-27
"Não conheço praticamente nada de kpop, mas estou aqui impactada com a crueldade desses monstros. Não dá pra endeusar ninguém, absurdo 😮",2024-05-27
"Acabei de ver um vídeo mais antigo de vcs (cinco anos atrás), sobre o Seungri, e vi que lá vocês se esforçaram bastante em não condená-lo, até por serem fãs confessas do cara (na época). Tudo naquele vídeo era colocado como ""supostamente"", quando se tratava de criticar o tal Seungri, o ""empreendedor"" fodão. Vejo que cinco anos depois vocês duas mudaram bastante, ficando muito mais incisivas em relação à culpa do cara, até porque a agora BBC trouxe muitas evidências do caso, e vocês só estão referendando o que foi trazido pela BBC. Mas naquele vídeo sobre o Seungri vocês chegaram até a falar em ""presunção de inocência"" até que se prove o contrário, né? 

Bem, longe de mim defender o traste do Seungri, que sequer conheço, mas me chamou a atenção a diferença de tratamento quando a história foi sobre Ryu Jun Yeol, com quem vocês desproporcionalmente pegaram muito mais pesado e sem qualquer referência à presunção de inocência para ele, pelo ""grave crime"" de ter terminado uma relação e começado outra em curto espaço de tempo, e ter se reservado o saudável e maduro direito de não expor sua vida privada como Hyeri e So Hee IMPRUDENTEMENTE ESCOLHERAM fazer. 

Talvez com uma matéria como essa da BBC vocês redimensionem as coisas e escolham com mais maturidade e senso justiça quais alvos masculinos devem atacar e quais merecem uma abordagem mais responsável e menos sensacionalista, até para não provocarem mais suicídios do que já ocorreram na Coréia do Sul. Assim espero. Eu sou feminista, sempre fui indignada com as injustiças contra as mulheres, mas toda generalização é perigosa e atrapalha a causa justa, fazendo com que o movimento femnista, tão necessário, acabe reduzido a uma reunião de feminazis com ódio generalizado aos homens e que sempre passa pano para as mulheres mesmo quando elas estão erradas, como ao meu ver foi o caso das duas atrizes, ex-namoradas de RJY.

Dito isso, quero expressar a minha indignação com todos os homens (e mulheres) envolvidos nesse escândalo da Burning Suns e torço para que o documentário da BBC promova discussões profundas na sociedade coreana a respeito de como as mulheres são vulneráveis por lá, embora eu não me iluda de que muitas coisas vão mudar a curto prazo, pois o problema é sistêmico e é cultural. E nenhuma cultura muda de uma hora para a outra. Mas, mesmo que lentamente, esperamos que os coreanos se conscientizem dessa cultura patriarcal doentia que busca a humilhação e exploração do feminino sempre que pode, e como isso afeta a TODOS.",2024-05-27
Vocês são fodas!!! Parabéns por se posicionarem contra essa gentinha que ficam endeusando idols.,2024-05-27
"Hoje mesmo vi um caso de um pai abusando da própria filha no hospital, sério, que mundo horrível :(",2024-05-27
"Esses doramas nunca me seduziram. Só cai nisso quem acredita nessas novelas coreanas 😤

Tinha alguém do bts envolvido nessa treta?",2024-05-27
Muito triste ser mulher viu,2024-05-27
Meu Deus que tristeza,2024-05-27
"Tive que pausar o vídeo pra chorar igual criança sobre o suicídio da moça que lutou tanto pra desmarcarar esses monstros. Tão linda e destemida, eu sinto tanto por ela e pela família dela, não acompanho nada desse universo coreano, não vejo dorama, não conheço as músicas desses cantores, mas meu coração despedaçou um pouco com a morte dela, tenho certeza que ela está no céu! 😭♥️",2024-05-27
"Ainda dizem que a coreia é segura ,nenhum lugar suficiente  seguro todo lugar existe bandidos  pessoas boas. Agora essa cultura de ser fã  exagerada é meio doentio",2024-05-27
8:27 uma guerreira,2024-05-27
"Que video triste😢
Nat e ISA senti vossa dor aqui😢",2024-05-27
"Esse foi o motivo de parar de acompanhar grupos masculinos, foi nessa época que soube que a Coréia é um país extremamente consevador e tem leis fraquíssimas não que o nosso país seja exemplo, ambos temos problemas um deles e esse, as leis deles de estru..., são fraquíssimas.",2024-05-27
Rapaz!!!!! Turquetes e dorameiras a 80 km/h?,2024-05-27
"eu vou ter que assistir esse vídeo dividido por partes, pq não tenho coragem de assistir tudo de uma vez",2024-05-27
Meninas parabéns pela coragem,2024-05-27
"Tenho dois amigos que dão muita risada de mim, tudo que assisto eu vejo o elenco e vou atrás de todas as informações sobre eles......Muito bom os que falaram.....parabéns meninas!!!!",2024-05-27
Não se prepare esteja preparado Jesus Cristo está voltando ❤,2024-05-27
"Me parte o coração termos perdido um ser humano como a Hara em meio a tudo isso, na parte dela do doc eu chorei, ela era doce, dedicada, corajosa, gentil e ainda fez questão de fazer o que é certo e incentivar o Choi a fazer o mesmo. Eu nem era fã dela na época, mas já tinha me chocado o acontecido e até hoje sabendo de tudo que rolou por trás me dói por ela e a família dela. Enquanto vemos o Seungri e cia pagando alguns meses ""presos"" e sendo defendidos na internet.",2024-05-27
"🌈🇧🇷 a pergunta é se tem este lugar tão monstruoso, porque as melhoradas vão lá ...
Não teria outro lugar para se divertir.
É isso que eu não entendo, o lugar já tem essa fama e as pessoas dão Ibope..",2024-05-27
"tem gente que é casada com alguém e nao sabe quem é a pessoa de verdade, agora imagina uma fã que assiste live e mv,, pelo amor de Deus, hoje em dia pessoal nem precisa contratar advogado pra defender",2024-05-27
"이 쓰레기는 퀘라에서 여성들이 겪었던 과거를 기억하지 못하는, 그저 역겨운 일이다",2024-05-27
Fadas sensatas sempre!,2024-05-27
Existem homens podres e mulheres extremamente podres também gente...o julgamento não deve ser feito pelo gênero e sim por evidências e fatos.,2024-05-27
"Não sei vocês!! Mas depois desse documentário, e depois de ver como os direitos das mulheres são tratados na coreia, eu decidi parar de acompanhar conteúdo coreano, sei lá não consigo!!!",2024-05-27
"Se a Coréia não os condena adequadamente, o resto do mundo deve condenar. Vamos boicotar absolutamente tudo que tiver contato com esses lixos, não vamos consumir nada das empresas que tem ligação com eles, que se mantenham com o mercado sul coreano.",2024-05-27
"Meninas, virem lésbicas…. Não é fácil gostar de homens!",2024-05-27
"Na época do escândalo eu fiquei na dúvida, porque não sabia tão detalhadamente o caso, mas agora fiquei ciente do monstro que esse Seungri é",2024-05-27
NATIZASSSS VOCES PRECISAM FALAR DO RELACIONAMENTO DA LISA COM O FREDERRRICK SÓ NO COMEÇO DESSE ANO PRA CÁ JÁ SAÍRAM DIVERSAS POVAS DOS DOIS COM VIDEOS ETC EM PARIS TOQUIO E AGR O O MAIS RECENTE EM 2 EVENTOS EM MONACO DA F1,2024-05-27
"Gente, como assim vcs tem 2 canais ?!??? ADOREEEEI",2024-05-27
"Goo Hara guerreira, ela foi queima de arquivo 😭😭👏👏",2024-05-26
"Cai de paraquedas nesse vídeo e estou muito chocada com tudo que ouvi. Esse vídeo é muito necessário para abrir os olhos das pessoas que endeusam seus ídolos e acreditam que eles são incapazes de errar! E pior ainda, de cometer crimes e atrocidades. 
 Obrigada meninas pelo vídeo perfeitamente colocado ❤️",2024-05-26
"Eu parei de ser kpoper,não parei de ouvir música mas parei de ver a notícia ou novidade do mundo kpop",2024-05-26
Parabéns pelo trabalho meninas 👏🏻,2024-05-26
"Pra mim foi uma tristeza conhecer a real natureza do seungri, mas uma tristeza necessária.
Eu apoiei fortemente cada passo solo dele, cada lançamento e mv (como fiz com todos os meninos do big bang, afinal, sempre fui muito fã deles)
Quando tudo aconteceu foi difícil de acreditar, a tendência é querer fechar os olhos e defender... Mas precisamos acordar pra realidade de que não conhecemos a real natureza dessas pessoas.

Hoje não quero ver ele nem que fosse pintado de ouro, não quero ele tocando no nome dos meninos.
Quando ele escolheu apoiar e fazer oq fez, escolheu pisar no nome que construiu e em todas nós que um dia escolhemos apoiar ele, é uma facada nas costas.",2024-05-26
"Como uma pessoa que acreditou na inocência do Seungri na época do  exposed, me sinto amargamente arrependida de ter sido tão cega naquela época. Isso realmente serviu de aprendizado para muita gente que endeusava os idols a todo custo.",2024-05-26
Speechless.. 😖😣,2024-05-28
🤮🤮🤮🤮bnyk yg msih bela in lg....,2024-05-27
Be careful with him,2024-05-26
Masih punya muka? Lol,2024-05-26
MENDING NGILANG DEH MANUSIA KEK LO DARI JAGAT RAYA SEUNGRI SETAN,2024-05-25
Idih idih najis banget gue liat nya,2024-05-25
𝙂𝙠 𝙩𝙖𝙪 𝙙𝙞𝙧𝙞𝙞,2024-05-25
Najis bgt ke dia,2024-05-25
Ewwhhh,2024-05-25
Waktu seungri awal terkena kasus burning sun dia bilang di IG akan mengundurkan dari YG dan dari dunia hiburan. Kenapa dia masih aktif di dunia hiburan ya?? Meskipun cuma offline kyk nya gak perlu dia dikasih panggung lagi. Gak perlu dia disukai lagi apalagi sampai di idolakan. Sanksi sosial lebih baik daripada dipenjara tapi gak setimpal sama perbuatannya. KECEWA SAYA!!,2024-05-25
"Uang memang lebih berkuasa dari hati nurani. Dia masih bisa hidup dg sangat layak. Tapi korban-korbannya, entah seperti apa mereka menjalani hidup. Sungguh miris.",2024-05-25
"Begitulah ketenaran, kekuasaan dan uang bekerja!!! Naudzubillah, harusnya dia di blacklist dari media manapun",2024-05-25
"Maaf aku ngomong gini, naudzubillah. NAJIS!",2024-05-25
Monster,2024-05-25
Biar gak keenakan. Kluar penjara malah pesta2 dan gak tau malu.,2024-05-27
"Memang seungri nya aja yg bebal udah di ksh tau sama abang2 tp dasar nya nakal yah nakal, skrng lo rasain sengri ga di akui lo sama abg2 lo di bigbang",2024-05-23
Ex member,2024-05-22
"saya sedikit heran sama ni kasus, soalnya semua itu kejadian bener dan tersangka sudah di tangkap juga, trus buat apa di uplod lagi kasus ini aneh bukan, kenapa ga di up pas tersangka belum di jebloskan di penjara, bukankah lebih baik agar masa tahanan di tambahkan kepada tersangka heran aja gitu, BTW Gue fans Bigbang, seungri sudah keluar jangan menyebut seungri sebagai mantan bigbang gue benci itu dia itu sampah masyarakat.",2024-05-22
"ini video lama, cuplikannya udh pernah di up ke twitter pas seungri baru kena kasus",2024-05-22
Skandal,2024-05-22
Awesome. Want to timetravel to the front row.,2024-05-23
Xem đầy đủ nội dung tại video liên quan,2024-05-21
"quá ghê rợn , nghe thôi cũng thấy sợ hãi rồi 😔",2024-05-25
"Iyalah, siapa gak kesel, udah berjuang bareng"" dari awal, udah di terima dengan tangan terbuka jadi member, udah terkenal, kaya, malah berulah. ya kesel member lain, gw kalau jadi daesung juga kesel",2024-05-28
Padahal dia udah sering bgt diwanti2 sama member yg lain,2024-05-28
temen2nya jijik...tapi fans fanatic nya masih memuja dan membela gimana dong😋,2024-05-28
"All the EVIL things that Seungri has done, it determine how evil he is as a human, or maybe he is the members of EVIL power in human world!!",2024-05-27
"Seungri sukses menghancurkan salah satu grup idol terbaik Korea Selatan.
Sikapnya sangat menjijikkan dan seakan tidak merasa bersalah setelah melakukan begitu banyak tindakan kriminal mengerikan.
Herannya masih ada saja yang membelanya,",2024-05-27
"Membernya aja udah gak mau ngakuin, udh jijik jg mereka sm seungri",2024-05-27
Trnyata seungri itu germo....,2024-05-27
"gtau ya, cuma kan emg si Dadang ini suka becanda org nya.",2024-05-26
