video_id,view_count,like_count
mhr4YecSV_Y,45690947.0,456752.0
qolmz4FlnZ0,142613787.0,2506617.0
vBHild0PiTE,36624377.0,1079050.0
xXRGrRnLpaE,2400704.0,43836.0
2xtKhqbNBoY,8814622.0,190942.0
DCYmJDO2_IE,82877029.0,824337.0
WJlQ4jt5Fz4,13627275.0,204507.0
o7e4IfE0ScI,48131243.0,500996.0
fRQg_9ulGuI,189538447.0,1872439.0
MiAoetOXKcY,46192376.0,781577.0
FgO_pvl4Gfk,20917498.0,194860.0
d3qVmeZOCko,1282859.0,45686.0
GBxs3W_Y8MU,15193309.0,447993.0
IuY54A3bOmg,12006256.0,407456.0
79c2pSvz8IE,10987910.0,115255.0
EDvS-lPPBGs,3026425.0,39819.0
Kp2aiFuVlWM,3109308.0,113254.0
dvSZQ4oMHGM,49871422.0,491457.0
sEetXo3R-aM,52807154.0,727387.0
nguuo344j00,6960405.0,120809.0
4mECX60FVJQ,9891874.0,392956.0
A0TlnvbPvSc,12892376.0,110975.0
zQO7J483Dng,29407262.0,302356.0
pYqky795R1s,10537145.0,311145.0
kfAdqByTH5U,16725855.0,217222.0
Vn86aScbzKk,25296586.0,382089.0
lBakG7KtVZE,20808537.0,222006.0
lV4xtfbEaNQ,5055240.0,58195.0
QabypY-fQho,4310111.0,34291.0
6yvjsZxgeZE,24893722.0,252558.0
soRjcajliHE,22294923.0,485339.0
YHmGVp6zRLw,13288978.0,146711.0
yJuV8PDwvC8,12848835.0,366166.0
WU_EGJOQ69o,13462784.0,140805.0
9Jh5R4119Nk,5209797.0,48757.0
HQOQ52FkRzQ,31148665.0,277733.0
yXEtangIzvM,6400124.0,110883.0
uN46mvvLauQ,2515740.0,18635.0
7leEmq6EMMs,2061338.0,29184.0
df2qPCWzu3o,1200332.0,14962.0
hzkleOmeOAQ,21947665.0,158941.0
ETi-xpjbE1E,462163.0,22255.0
XSVZvB3rr8w,2544457.0,74366.0
OoS0qOokIog,906150.0,21445.0
hNFoCOKk7LE,12100904.0,213394.0
4i982Kz0SAI,20056682.0,241482.0
3feShH_jmro,2415170.0,32953.0
ZegtK54DC4c,3724053.0,137038.0
P3YJcpDZ3fA,2244581.0,34372.0
RqzO_t8ZV3M,9418859.0,117661.0
StZXT82TtX4,3812289.0,50187.0
Z1BVTOgT1vc,125373.0,2068.0
mfcuHzFYorM,6834160.0,127604.0
hAV9ideCFEc,474161.0,4803.0
p1tZ653oB6Q,6353449.0,76162.0
_MWEapW4PaE,5624284.0,48265.0
Ndo8r_Hg_lg,9446763.0,95628.0
lwMKyjtuVM8,51473.0,1885.0
VvngabDynYw,119367.0,1175.0
xFv0wg_alGk,3425854.0,68089.0
QlVJimlTJNw,3488401.0,83952.0
dflrz1EJhus,6601881.0,111313.0
vdGkKoe8bRI,2851749.0,50710.0
nP-l51Hlb1I,7034610.0,83615.0
8dxofcoRZnI,7643239.0,85760.0
mZiKIZD5D40,1634510.0,21723.0
TkxVOa6u59M,7606147.0,138306.0
nfO6zI2mrG8,2896745.0,32226.0
7lD_-OZMXUo,2279575.0,192852.0
Ptu_dU1XrXQ,6496440.0,147348.0
rjd1mVoC6do,3561162.0,52761.0
1hUrRYG9Wcw,462140.0,6411.0
vK1YiArMDfg,14709623.0,138164.0
etgpFJWIofc,534258.0,6505.0
JhLG1Bbe4ks,2973356.0,27331.0
D7agM5nWJJI,3430515.0,35529.0
RoLukKZgqkI,1113466.0,7942.0
fYVI_i_DRwc,3006604.0,48276.0
Dx5JXQescLc,737053.0,7711.0
kMjZO28lovg,1112285.0,17135.0
76zzapFpgJM,15438334.0,132942.0
V3cpaulOPi8,1523870.0,17201.0
Om8TK0aJHLU,892080.0,20454.0
zH_F9bbCT88,,
sf7ln87Z0WI,1379128.0,43707.0
oGGZAySDWFU,3096600.0,49641.0
NYqVflpAJQc,842988.0,5763.0
aK_lWrowOwg,1851371.0,60535.0
wKqTMndWfzQ,3883808.0,13525.0
SxY8lgXZB1c,12246154.0,159925.0
cQDpuGngFP8,1328331.0,16518.0
fN0OmdJUl0I,6993856.0,252425.0
wnm5I8DqOPs,2250769.0,49757.0
GpCnunV8hdk,6688387.0,78745.0
bWXGjtOlgR4,3285263.0,31879.0
kz-Z8wgQtnE,1432451.0,25237.0
qqQaAId-qyg,109692.0,848.0
Q0ofYrL-uoM,583801.0,26972.0
sjGchACjV-0,496792.0,13415.0
oUf9_CL_3kY,405779.0,7237.0
UT3e8Gy96UQ,997180.0,14730.0
66i_-ZQDEgU,2046584.0,17705.0
-7BiiycFQPo,532945.0,8904.0
i4SrBtyY3_o,31006972.0,278816.0
F8PGE7WIrt0,40268.0,1127.0
18td-N4jqM0,1571127.0,21653.0
gitWGi7UWno,1507607.0,38379.0
q1lKhXjQ-II,10336972.0,210804.0
1nPi_r5z_Mk,182383.0,3571.0
HB-Bk3nvvpo,3260175.0,195836.0
4KB4ts0Up6g,2716895.0,39367.0
V9C7vHRv3dg,4166375.0,44606.0
t7jV5sSLWPc,2161337.0,70008.0
MQAn157UeKY,2759003.0,102348.0
2CnUYMmEHrs,13222121.0,348159.0
4lcEO9xI_CY,9890816.0,90779.0
leopt__ATR0,233787438.0,4981705.0
NeV1nxOE0kY,546681.0,5335.0
T5q_XrfpEb0,671000.0,12777.0
TMzU0kY4gyI,12668139.0,185315.0
B6sTu77P9VI,664780.0,15648.0
izR-EearhpU,89615.0,1338.0
kwtWgcUeCe0,214816.0,3210.0
k53aLj72MYE,18897074.0,165646.0
3mZ_GAXeXU8,2990015.0,46496.0
Zu4SjO6E_ag,3004705.0,73120.0
0Hf-OuUKFA0,6625770.0,97663.0
-cHQqXAoHP0,7221519.0,314411.0
arbv5HHOA0A,16617961.0,118552.0
kkE_fHr9LgM,296531.0,4465.0
JJ0esjP88mw,561049.0,5728.0
PdMn6-D-gu4,871327.0,28427.0
MGwmIZm-3po,3052131.0,30212.0
LdZ_nXyXY1c,2807832.0,96888.0
AR2eGXimdOE,706410.0,4132.0
d-Uvy-aKoao,2488207.0,128436.0
HLYFkGfs_DY,1257819.0,31683.0
vr8TN9Yhl4g,3313158.0,64059.0
5xx9gTEQaiQ,11530750.0,163246.0
pdcgy-y7J_c,90498.0,1674.0
WMtdkH0tOoM,289901.0,6340.0
HF2L_9zD_xE,5088657.0,82699.0
Mn2ZroMnvK0,2171499.0,73342.0
wAX0MpKHo-o,2923351.0,54479.0
qLGzSra-siY,5044014.0,90743.0
FUMS82V9cXk,137391.0,1973.0
thSPRS4oVp4,4056949.0,54751.0
ORw5Sv0Ch-0,12283641.0,114622.0
oHyn5p-4BwM,320594.0,18663.0
i_v0tTIxqvw,6715814.0,128370.0
ycE7bUq3-2k,29135845.0,424054.0
hbovLJA6-ig,2722510.0,203421.0
sgm3F5D1yz8,7041098.0,75183.0
RTm7NIVHAzY,1039062.0,12582.0
5mDHwb-V_Xg,777769.0,18236.0
jtKU9pu0pis,3188289.0,34507.0
-2vows_a50g,2422026.0,32539.0
RP63r2esgb0,26116167.0,392448.0
cb5EbfVqmRI,3180763.0,325794.0
pLiCh9PXbwg,4311248.0,92625.0
EOch-Q59ubA,770720.0,20584.0
GNgQNq01pDI,366188.0,11447.0
KGOR8PPQkjU,4818988.0,54078.0
KLxY-lbJTPY,7712927.0,139848.0
PaIelYw5pac,2431314.0,74794.0
1QLtgxHQBec,2806528.0,98738.0
Do7u3zJ36iI,1942818.0,30539.0
alrD0hAWUs8,4108938.0,26260.0
p1LLKISvRds,6150121.0,88131.0
SzoKy7dgpD4,9865884.0,148186.0
gKx70jAZOqo,4698439.0,107010.0
vQH8RBtJKqY,5159912.0,59645.0
Ok8jOv2YfT8,498851.0,7586.0
FCWHpm23NqM,2080770.0,25754.0
mb5QH3onx_M,1399282.0,37982.0
Su-XTKyt3Xc,420233.0,5202.0
q0BaNN54KF0,1618687.0,17632.0
pen_ZpE3oJ0,74289.0,2583.0
JI0UHM4Zddk,184458.0,3519.0
raZ61IRQf18,100230.0,3778.0
1BIYuVkbgIE,2148006.0,49022.0
CeUDSQ_ebgQ,5558620.0,382935.0
S8dgJtKSl5w,4288424.0,125043.0
eVHCcF1y4IU,3463793.0,36369.0
tSUs0j_AKRc,5835967.0,65580.0
HscxndOOt7E,335529.0,17050.0
qyuHTdcEB3o,2390851.0,8245.0
3rFmC2Hn9Ss,676403.0,44383.0
DUg7ElXc7KY,394071.0,3026.0
z3JFOZTUsxQ,920254.0,27297.0
oHwIXDNRa04,90376.0,2719.0
J0MSgNWY61o,1978201.0,41008.0
36ohDKSf4qo,2325186.0,20124.0
AH2XfAaESu4,2016935.0,34712.0
drI5WoIPjXU,108403.0,1733.0
HIeImG88l3k,1195414.0,34746.0
wPt0dGg4BKA,18195586.0,252136.0
c0zVj_waRVg,1037913.0,71115.0
Q7EjiRZANuQ,1258241.0,9754.0
Ppda42bu004,,
_HZ6gURF_-8,3006412.0,161936.0
RuG0j36tPgk,1124354.0,81854.0
SMLOstBmV6g,574355.0,8234.0
a_paKynKpVs,347798.0,7228.0
FKU2zCma9ms,873634.0,15451.0
bW71nWtw2AA,256601.0,4073.0
ZWJY34rTHeI,2714784.0,60942.0
UgB7_IvImUg,,
db6RbmVdqgE,954784.0,18676.0
_WJN2TKuCFc,42690.0,1133.0
ZPEldOb7HJU,658780.0,13022.0
zrHXgzPcpRo,1339683.0,24510.0
khfkJRx8DJs,4755239.0,53993.0
IosSLRJWmkI,177875.0,4586.0
WdzeTWAxNus,1776523.0,17435.0
ZlZXHV0uTpI,5647019.0,124373.0
92TvFRY1sXw,132826.0,2850.0
E9gm4vqlGN8,915961.0,34270.0
LrSX_OcpeJg,17925570.0,736879.0
lw0j2XYejCE,2829124.0,39694.0
6YRJPjxS2Co,2173801.0,47897.0
wSIvLBHeO_s,602992.0,9162.0
bLTNqNxTcG0,1171815.0,35395.0
7NyPEtPUTRg,449095.0,7441.0
xkkqSyxW_G8,27682.0,317.0
SWwpiKzs_mc,884684.0,23371.0
qB-fdlSKNsU,370620.0,3281.0
BkNb_E_ET7g,10424366.0,62320.0
iflMesJt0U4,3459085.0,41630.0
DRvJNzODSPw,423297.0,9337.0
Sr2DNVRaJ7o,66182.0,2531.0
ZSS682kd6is,207035.0,10437.0
o0LeWBEPXEI,74777.0,1854.0
L1qqQRqRBs8,667898.0,21680.0
_xYo6xAsF4g,4571658.0,90760.0
vwXCz-HsYi8,343904.0,2820.0
MGQr3NRVMpw,1849277.0,27461.0
rceKSC8hcgg,552426.0,9243.0
E_rxKFeLqOM,307032.0,5986.0
9jyxWamo5yI,256396.0,6136.0
qPc_g-3_Z-A,149508.0,3172.0
R4XpHJQmagg,4378877.0,74917.0
idlbwX0dzkQ,4981366.0,76786.0
UAWAxvw2HGg,748534.0,13240.0
3P6JNWAkLeM,511708.0,7669.0
Qiv7uwAN0tg,94144.0,1335.0
qfTZzTzVWeU,828576.0,12941.0
QAtBz917hYM,5489560.0,69166.0
jpdEFFZyeiQ,921994.0,18644.0
cHVhDJoRi-A,418546.0,3016.0
rStOXHwPe0M,511879.0,4412.0
kR16Jjj-ZVA,1107699.0,9880.0
IVAeh59j3js,3601827.0,68092.0
qHpumOcF_7w,841116.0,10790.0
uwLhzRKuJbg,,
bpO7DFOR-24,4286656.0,164360.0
QAlsADnYkWE,473155.0,3807.0
T8_yH9BmwlM,176895.0,5296.0
cs8VlhUDna0,1813857.0,49484.0
ynIn66-sVSY,832865.0,69330.0
qa0gKQMkx0w,57345.0,1342.0
e4qrGyPO9Vc,1387905.0,36503.0
UzR6xSj5Gmw,16151841.0,262154.0
h0tRUIBsRY8,648225.0,9276.0
Lg3m1dXc6eA,329719.0,36280.0
aZ4egBQZhBE,3799240.0,214047.0
TxzwCwWTfus,166020.0,4660.0
_fB_wL9mUeY,150969.0,4889.0
ZEPikBUhRIc,385179.0,3907.0
DhbWZ46IGyg,256550.0,6952.0
8C_0GE-e_qA,8277778.0,100327.0
IQKxoNI6Q2M,,
Ci5qzDDusTM,950727.0,37670.0
tBGFAMT4mqo,558655.0,14373.0
qoxau_e-uko,125199.0,3821.0
I72JmzEzsik,1012297.0,17560.0
327ATnanbf8,226588.0,16456.0
K2pNspDVkxA,909998.0,14496.0
LY0g_qVF2Iw,7424366.0,126670.0
aYcKUDStsEM,711212.0,7607.0
