Date,Monthly Listeners,Change
"Feb 2, 2023",5962946,25086
"Feb 3, 2023",5983097,20151
"Feb 4, 2023",5992354,9257
"Feb 5, 2023",5992851,497
"Feb 6, 2023",5992240,-611
"Feb 7, 2023",5992122,-118
"Feb 8, 2023",5987648,-4474
"Feb 9, 2023",5985632,-2016
"Feb 10, 2023",5985107,-525
"Feb 11, 2023",5998247,13140
"Feb 12, 2023",6029727,31480
"Feb 13, 2023",6061535,31808
"Feb 14, 2023",6083871,22336
"Feb 15, 2023",6106697,22826
"Feb 16, 2023",6131830,25133
"Feb 17, 2023",6150249,18419
"Feb 18, 2023",6169899,19650
"Feb 19, 2023",6188093,18194
"Feb 20, 2023",6200446,12353
"Feb 21, 2023",6217817,17371
"Feb 22, 2023",6236582,18765
"Feb 23, 2023",6246481,9899
"Feb 24, 2023",6261019,14538
"Feb 25, 2023",6261647,628
"Feb 26, 2023",6246625,-15022
"Feb 27, 2023",6228484,-18141
"Feb 28, 2023",6219483,-9001
"Mar 1, 2023",6207416,-12067
"Mar 2, 2023",6194327,-13089
"Mar 3, 2023",6185258,-9069
"Mar 4, 2023",6179624,-5634
"Mar 5, 2023",6189857,10233
"Mar 6, 2023",6202536,12679
"Mar 7, 2023",6212180,9644
"Mar 8, 2023",6223623,11443
"Mar 9, 2023",6236939,13316
"Mar 10, 2023",6246027,9088
"Mar 11, 2023",6248856,2829
"Mar 12, 2023",6243626,-5230
"Mar 13, 2023",6238395,-5231
"Mar 14, 2023",6234499,-3896
"Mar 15, 2023",6233394,-1105
"Mar 16, 2023",6234855,1461
"Mar 17, 2023",6237598,2743
"Mar 18, 2023",6235829,-1769
"Mar 19, 2023",6229698,-6131
"Mar 20, 2023",6222864,-6834
"Mar 21, 2023",6214459,-8405
"Mar 22, 2023",6208476,-5983
"Mar 23, 2023",6204494,-3982
"Mar 24, 2023",6201847,-2647
"Mar 25, 2023",6214278,12431
"Mar 26, 2023",6243201,28923
"Mar 27, 2023",6274396,31195
"Mar 28, 2023",6300940,26544
"Mar 29, 2023",6333375,32435
"Mar 30, 2023",6370877,37502
"Mar 31, 2023",6401576,30699
"Apr 1, 2023",6429842,28266
"Apr 2, 2023",6442109,12267
"Apr 3, 2023",6453716,11607
"Apr 4, 2023",6467688,13972
"Apr 5, 2023",6482678,14990
"Apr 6, 2023",6498594,15916
"Apr 7, 2023",6511837,13243
"Apr 8, 2023",6527314,15477
"Apr 9, 2023",6528723,1409
"Apr 10, 2023",6526685,-2038
"Apr 11, 2023",6532666,5981
"Apr 12, 2023",6540505,7839
"Apr 13, 2023",6542682,2177
"Apr 14, 2023",6552740,10058
"Apr 15, 2023",6574765,22025
"Apr 16, 2023",6601106,26341
"Apr 17, 2023",6626513,25407
"Apr 18, 2023",6642037,15524
"Apr 19, 2023",6661833,19796
"Apr 20, 2023",6684388,22555
"Apr 21, 2023",6699056,14668
"Apr 22, 2023",6708509,9453
"Apr 23, 2023",6706689,-1820
"Apr 24, 2023",6701306,-5383
"Apr 25, 2023",6696941,-4365
"Apr 26, 2023",6692575,-4366
"Apr 27, 2023",6686677,-5898
"Apr 28, 2023",6680778,-5899
"Apr 29, 2023",6673704,-7074
"Apr 30, 2023",6676704,3000
"May 1, 2023",6684570,7866
"May 2, 2023",6697299,12729
"May 3, 2023",6697584,285
"May 4, 2023",6691809,-5775
"May 5, 2023",6700196,8387
"May 6, 2023",6699488,-708
"May 7, 2023",6714142,14654
"May 8, 2023",6719970,5828
"May 9, 2023",6722640,2670
"May 10, 2023",6727532,4892
"May 11, 2023",6732789,5257
"May 12, 2023",6737749,4960
"May 13, 2023",6737749,0
"May 14, 2023",6738213,464
"May 15, 2023",6736266,-1947
"May 16, 2023",6729478,-6788
"May 17, 2023",6728251,-1227
"May 18, 2023",6731566,3315
"May 19, 2023",6735580,4014
"May 20, 2023",6746775,11195
"May 21, 2023",6750635,3860
"May 22, 2023",6756860,6225
"May 23, 2023",6765883,9023
"May 24, 2023",6771929,6046
"May 25, 2023",6779294,7365
"May 26, 2023",6786658,7364
"May 27, 2023",6797648,10990
"May 28, 2023",6802556,4908
"May 29, 2023",6799742,-2814
"May 30, 2023",6791352,-8390
"May 31, 2023",6788701,-2651
"Jun 1, 2023",6788184,-517
"Jun 2, 2023",6784655,-3529
"Jun 3, 2023",6789310,4655
"Jun 4, 2023",6787493,-1817
"Jun 5, 2023",6784278,-3215
"Jun 6, 2023",6784482,204
"Jun 7, 2023",6780807,-3675
"Jun 8, 2023",6780883,76
"Jun 9, 2023",6786473,5590
"Jun 10, 2023",6773462,-13011
"Jun 11, 2023",6765078,-8384
"Jun 12, 2023",6751586,-13492
"Jun 13, 2023",6746765,-4821
"Jun 14, 2023",6740650,-6115
"Jun 15, 2023",6726238,-14412
"Jun 16, 2023",6712474,-13764
"Jun 17, 2023",6703815,-8659
"Jun 18, 2023",6696838,-6977
"Jun 19, 2023",6689097,-7741
"Jun 20, 2023",6683561,-5536
"Jun 21, 2023",6682300,-1261
"Jun 22, 2023",6677772,-4528
"Jun 23, 2023",6671357,-6415
"Jun 24, 2023",6661241,-10116
"Jun 25, 2023",6651123,-10118
"Jun 26, 2023",6643531,-7592
"Jun 27, 2023",6639509,-4022
"Jun 28, 2023",6639101,-408
"Jun 29, 2023",6638591,-510
"Jun 30, 2023",6638081,-510
"Jul 1, 2023",6643148,5067
"Jul 2, 2023",6649839,6691
"Jul 3, 2023",6653051,3212
"Jul 4, 2023",6659987,6936
"Jul 5, 2023",6669997,10010
"Jul 6, 2023",6671618,1621
"Jul 7, 2023",6668457,-3161
"Jul 8, 2023",6671957,3500
"Jul 9, 2023",6671485,-472
"Jul 10, 2023",6672621,1136
"Jul 11, 2023",6672488,-133
"Jul 12, 2023",6675328,2840
"Jul 13, 2023",6680425,5097
"Jul 14, 2023",6680696,271
"Jul 15, 2023",6680967,271
"Jul 16, 2023",6677284,-3683
"Jul 17, 2023",6669107,-8177
"Jul 18, 2023",6662315,-6792
"Jul 19, 2023",6659147,-3168
"Jul 20, 2023",6655979,-3168
"Jul 21, 2023",6646013,-9966
"Jul 22, 2023",6644152,-1861
"Jul 23, 2023",6648260,4108
"Jul 24, 2023",6658378,10118
"Jul 25, 2023",6663539,5161
"Jul 26, 2023",6670372,6833
"Jul 27, 2023",6676139,5767
"Jul 28, 2023",6675016,-1123
"Jul 29, 2023",6673613,-1403
"Jul 30, 2023",6662877,-10736
"Jul 31, 2023",6656321,-6556
"Aug 1, 2023",6650839,-5482
"Aug 2, 2023",6646546,-4293
"Aug 3, 2023",6646458,-88
"Aug 4, 2023",6638949,-7509
"Aug 5, 2023",6633968,-4981
"Aug 6, 2023",6635051,1083
"Aug 7, 2023",6637445,2394
"Aug 8, 2023",6639653,2208
"Aug 9, 2023",6642741,3088
"Aug 10, 2023",6640566,-2175
"Aug 11, 2023",6639970,-596
"Aug 12, 2023",6636968,-3002
"Aug 13, 2023",6643456,6488
"Aug 14, 2023",6651277,7821
"Aug 15, 2023",6657705,6428
"Aug 16, 2023",6657705,0
"Aug 17, 2023",6682102,24397
"Aug 18, 2023",6699715,17613
"Aug 19, 2023",6700957,1242
"Aug 20, 2023",6696253,-4704
"Aug 21, 2023",6685303,-10950
"Aug 22, 2023",6681610,-3693
"Aug 23, 2023",6680648,-962
"Aug 24, 2023",6685333,4685
"Aug 25, 2023",6689508,4175
"Aug 26, 2023",6688334,-1174
"Aug 27, 2023",6685959,-2375
"Aug 28, 2023",6689377,3418
"Aug 29, 2023",6694397,5020
"Aug 30, 2023",6697732,3335
"Aug 31, 2023",6705061,7329
"Sep 1, 2023",6712042,6981
"Sep 2, 2023",6719277,7235
"Sep 3, 2023",6727324,8047
"Sep 4, 2023",6732556,5232
"Sep 5, 2023",6735459,2903
"Sep 6, 2023",6740528,5069
"Sep 7, 2023",6745597,5069
"Sep 8, 2023",6752845,7248
"Sep 9, 2023",6758513,5668
"Sep 10, 2023",6764181,5668
"Sep 11, 2023",6767898,3717
"Sep 12, 2023",6770985,3087
"Sep 13, 2023",6774071,3086
"Sep 14, 2023",6779796,5725
"Sep 15, 2023",6781750,1954
"Sep 16, 2023",6789566,7816
"Sep 17, 2023",6790898,1332
"Sep 18, 2023",6791397,499
"Sep 19, 2023",6789682,-1715
"Sep 20, 2023",6791430,1748
"Sep 21, 2023",6787796,-3634
"Sep 22, 2023",6785807,-1989
"Sep 23, 2023",6785932,125
"Sep 24, 2023",6790157,4225
"Sep 25, 2023",6790506,349
"Sep 26, 2023",6786524,-3982
"Sep 27, 2023",6785268,-1256
"Sep 28, 2023",6785841,573
"Sep 29, 2023",6786413,572
"Sep 30, 2023",6806345,19932
"Oct 1, 2023",6829305,22960
"Oct 2, 2023",6852733,23428
"Oct 3, 2023",6870427,17694
"Oct 4, 2023",6895768,25341
"Oct 5, 2023",6919105,23337
"Oct 6, 2023",6938111,19006
"Oct 7, 2023",6937808,-303
"Oct 8, 2023",6937505,-303
"Oct 9, 2023",6936771,-734
"Oct 10, 2023",6936844,73
"Oct 11, 2023",6940408,3564
"Oct 12, 2023",6939538,-870
"Oct 13, 2023",6940107,569
"Oct 14, 2023",6937445,-2662
"Oct 15, 2023",6938912,1467
"Oct 16, 2023",6947581,8669
"Oct 17, 2023",6957088,9507
"Oct 18, 2023",6960172,3084
"Oct 19, 2023",6964203,4031
"Oct 20, 2023",6980596,16393
"Oct 21, 2023",7012962,32366
"Oct 22, 2023",7045229,32267
"Oct 23, 2023",7086512,41283
"Oct 24, 2023",7124340,37828
"Oct 25, 2023",7161381,37041
"Oct 26, 2023",7197652,36271
"Oct 27, 2023",7212364,14712
"Oct 28, 2023",7206095,-6269
"Oct 29, 2023",7210619,4524
"Oct 30, 2023",7215143,4524
"Oct 31, 2023",7216586,1443
"Nov 1, 2023",7213190,-3396
"Nov 2, 2023",7305691,92501
"Nov 3, 2023",7332947,27256
"Nov 4, 2023",7334704,1757
"Nov 5, 2023",7337206,2502
"Nov 6, 2023",7337578,372
"Nov 7, 2023",7338608,1030
"Nov 8, 2023",7337847,-761
"Nov 9, 2023",7340632,2785
"Nov 10, 2023",7346944,6312
"Nov 11, 2023",7349476,2532
"Nov 12, 2023",7342438,-7038
"Nov 13, 2023",7337134,-5304
"Nov 14, 2023",7331593,-5541
"Nov 15, 2023",7336568,4975
"Nov 16, 2023",7339614,3046
"Nov 17, 2023",7321289,-18325
"Nov 18, 2023",7283667,-37622
"Nov 19, 2023",7283667,0
"Nov 20, 2023",7283667,0
"Nov 21, 2023",7158951,-124716
"Nov 22, 2023",7115593,-43358
"Nov 23, 2023",7070554,-45039
"Nov 24, 2023",7038652,-31902
"Nov 25, 2023",7008281,-30371
"Nov 26, 2023",6964537,-43744
"Nov 27, 2023",6909657,-54880
"Nov 28, 2023",6861446,-48211
"Nov 29, 2023",6820705,-40741
"Nov 30, 2023",6683183,-137522
"Dec 1, 2023",6631944,-51239
"Dec 2, 2023",6636171,4227
"Dec 3, 2023",6642287,6116
"Dec 4, 2023",6639790,-2497
"Dec 5, 2023",6637646,-2144
"Dec 6, 2023",6642205,4559
"Dec 7, 2023",6645990,3785
"Dec 8, 2023",6637526,-8464
"Dec 9, 2023",6622055,-15471
"Dec 10, 2023",6608524,-13531
"Dec 11, 2023",6596415,-12109
"Dec 12, 2023",6585707,-10708
"Dec 13, 2023",6573559,-12148
"Dec 14, 2023",6560780,-12779
"Dec 15, 2023",6559536,-1244
"Dec 16, 2023",6562612,3076
"Dec 17, 2023",6572570,9958
"Dec 18, 2023",6580100,7530
"Dec 19, 2023",6590063,9963
"Dec 20, 2023",6601422,11359
"Dec 21, 2023",6621545,20123
"Dec 22, 2023",6626704,5159
"Dec 23, 2023",6642403,15699
"Dec 24, 2023",6652223,9820
"Dec 25, 2023",6660529,8306
"Dec 26, 2023",6667757,7228
"Dec 27, 2023",6649779,-17978
"Dec 28, 2023",6627758,-22021
"Dec 29, 2023",6605830,-21928
"Dec 30, 2023",6581975,-23855
"Dec 31, 2023",6557518,-24457
"Jan 1, 2024",6546650,-10868
"Jan 2, 2024",6557673,11023
"Jan 3, 2024",6529641,-28032
"Jan 4, 2024",6499702,-29939
"Jan 5, 2024",6487035,-12667
"Jan 6, 2024",6484472,-2563
"Jan 7, 2024",6483438,-1034
"Jan 8, 2024",6485712,2274
"Jan 9, 2024",6488402,2690
"Jan 10, 2024",6493956,5554
"Jan 11, 2024",6495502,1546
"Jan 12, 2024",6499883,4381
"Jan 13, 2024",6502487,2604
"Jan 14, 2024",6499365,-3122
"Jan 15, 2024",6497199,-2166
"Jan 16, 2024",6498424,1225
"Jan 17, 2024",6496004,-2420
"Jan 18, 2024",6490591,-5413
"Jan 19, 2024",6493806,3215
"Jan 20, 2024",6497953,4147
"Jan 21, 2024",6508709,10756
"Jan 22, 2024",6512345,3636
"Jan 23, 2024",6518099,5754
"Jan 24, 2024",6560322,42223
"Jan 25, 2024",6593120,32798
"Jan 26, 2024",6618197,25077
"Jan 27, 2024",6652329,34132
"Jan 28, 2024",6686777,34448
"Jan 29, 2024",6709555,22778
"Jan 30, 2024",6710947,1392
"Jan 31, 2024",6748695,37748
"Feb 1, 2024",6793183,44488
"Feb 2, 2024",6815044,21861
"Feb 3, 2024",6829114,14070
"Feb 4, 2024",6843150,14036
"Feb 5, 2024",6855543,12393
"Feb 6, 2024",6867805,12262
"Feb 7, 2024",6874058,6253
"Feb 8, 2024",6883074,9016
"Feb 9, 2024",6896308,13234
"Feb 10, 2024",6906812,10504
"Feb 11, 2024",6921303,14491
"Feb 12, 2024",6943608,22305
"Feb 13, 2024",6954586,10978
"Feb 14, 2024",6952377,-2209
"Feb 15, 2024",6968299,15922
"Feb 16, 2024",6982584,14285
"Feb 17, 2024",6990382,7798
"Feb 18, 2024",7002718,12336
"Feb 19, 2024",7016940,14222
"Feb 20, 2024",7019570,2630
"Feb 21, 2024",7024331,4761
"Feb 22, 2024",7040696,16365
"Feb 23, 2024",7051645,10949
"Feb 24, 2024",7049089,-2556
"Feb 25, 2024",7063897,14808
"Feb 26, 2024",7068179,4282
"Feb 27, 2024",7075189,7010
"Feb 28, 2024",7077721,2532
"Feb 29, 2024",7077923,202
"Mar 1, 2024",7084098,6175
"Mar 2, 2024",7091199,7101
"Mar 3, 2024",7099954,8755
"Mar 4, 2024",7106763,6809
"Mar 5, 2024",7118438,11675
"Mar 6, 2024",7132394,13956
"Mar 7, 2024",7141753,9359
"Mar 8, 2024",7149642,7889
"Mar 9, 2024",7150495,853
"Mar 10, 2024",7149743,-752
"Mar 11, 2024",7142936,-6807
"Mar 12, 2024",7144469,1533
"Mar 13, 2024",7159183,14714
"Mar 14, 2024",7162366,3183
"Mar 15, 2024",7169033,6667
"Mar 16, 2024",7174019,4986
"Mar 17, 2024",7176930,2911
"Mar 18, 2024",7177671,741
"Mar 19, 2024",7180299,2628
"Mar 20, 2024",7182351,2052
"Mar 21, 2024",7182999,648
"Mar 22, 2024",7190829,7830
"Mar 23, 2024",7190555,-274
"Mar 24, 2024",7183289,-7266
"Mar 25, 2024",7177760,-5529
"Mar 26, 2024",7171259,-6501
"Mar 27, 2024",7159011,-12248
"Mar 28, 2024",7148031,-10980
"Mar 29, 2024",7143302,-4729
"Mar 30, 2024",7149807,6505
"Mar 31, 2024",7135451,-14356
"Apr 1, 2024",7124581,-10870
"Apr 2, 2024",7112542,-12039
"Apr 3, 2024",7100157,-12385
"Apr 4, 2024",7091946,-8211
"Apr 5, 2024",7081598,-10348
"Apr 6, 2024",7072441,-9157
"Apr 7, 2024",7069486,-2955
"Apr 8, 2024",7073244,3758
"Apr 9, 2024",7073189,-55
"Apr 10, 2024",7071977,-1212
"Apr 11, 2024",7070212,-1765
"Apr 12, 2024",7068446,-1766
"Apr 13, 2024",7064145,-4301
"Apr 14, 2024",7059341,-4804
"Apr 15, 2024",7066697,7356
"Apr 16, 2024",7066737,40
"Apr 17, 2024",7064125,-2612
"Apr 18, 2024",7064125,0
"Apr 19, 2024",7045439,-18686
"Apr 20, 2024",7032465,-12974
"Apr 21, 2024",7025449,-7016
"Apr 22, 2024",7014181,-11268
"Apr 23, 2024",7000354,-13827
"Apr 24, 2024",6986526,-13828
"Apr 25, 2024",6979838,-6688
"Apr 26, 2024",6976280,-3558
"Apr 27, 2024",6954532,-21748
"Apr 28, 2024",6951577,-2955
"Apr 29, 2024",6947876,-3701
"Apr 30, 2024",6937396,-10480
"May 1, 2024",6927059,-10337
"May 2, 2024",6929263,2204
"May 3, 2024",6930668,1405
"May 4, 2024",6934788,4120
"May 5, 2024",6936177,1389
"May 6, 2024",6937565,1388
"May 7, 2024",6927216,-10349
"May 8, 2024",6918540,-8676
"May 9, 2024",6909697,-8843
"May 10, 2024",6906096,-3601
"May 11, 2024",6897651,-8445
"May 12, 2024",6881956,-15695
"May 13, 2024",6857951,-24005
"May 14, 2024",6847940,-10011
"May 15, 2024",6844975,-2965
"May 16, 2024",6842011,-2964
"May 17, 2024",6839046,-2965
"May 18, 2024",6839327,281
"May 19, 2024",6835490,-3837
"May 20, 2024",6835563,73
"May 21, 2024",6845280,9717
"May 22, 2024",6848593,3313
"May 23, 2024",6843611,-4982
"May 24, 2024",6839175,-4436
"May 25, 2024",6836109,-3066
"May 26, 2024",6823062,-13047
"May 27, 2024",6818894,-4168
"May 28, 2024",6813651,-5243
